 Acronym,Name,Link,Location,Submission deadline,Start date,Topics,Area
NC2TMA'2018,"National Conference on Computer technology, Management and its application",https://easychair.org/cfp/NC2TMA-2018,"Pune, India","Jan 10, 2018","Mar 27, 2018","['computer technology', 'management', 'computer application']",Business and Management
BIR 2018,17th International Conference on Perspectives in Business Informatics Research,https://easychair.org/cfp/BIR2018,"Stockholm, Sweden","May 02, 2018","Sep 24, 2018","['enterprise systems', 'business resilience', 'business and is development', 'knowledge management and semantic web']",Business and Management
SSEI2018,1st Workshop on Social Sensing and Enterprise Intelligence: Towards a Smart Enterprise Transformation,https://easychair.org/cfp/ssei2018,"Lyon, France","Jan 31, 2018",,"['text mining', 'web intelligence', 'social sensing', 'enterprise intelligence']",Business and Management
EF2018-MUC,ERP Future 2018 - Munich,https://easychair.org/cfp/EF2018MUC,"Munich, Germany",,"Jun 05, 2018","['enterprise systems', 'internet of things', 'business process management', 'business intelligence']",Business and Management
RCOSCM-2018,Research Conference on Operations & Supply Chain Management,https://easychair.org/cfp/RCOSCM-2018,"Nashik, India","Jan 20, 2018","Feb 17, 2018","['flexible supply chain', 'competitive supply chain', 'modelling of scm system', 'lean/agile operations and scm']",Business and Management
BPMDS18,"Business Process Modeling, Development, and Support",https://easychair.org/cfp/BPMDS18,"Tallin, Estonia","Mar 01, 2018","Jun 11, 2018","['business processes', 'process modeling', 'information systems', 'ecosytems']",Business and Management
IRC2018,2018 International Research Conference,https://easychair.org/cfp/IRC2018,"Brig, Switzerland","Apr 06, 2018","May 28, 2018","['hospitality and tourism', 'wellbeing and wellness', 'technology and innovation', 'entrepreneurship']",Business and Management
CICET 2018,"The International Conference on Recent Advancements in Computing, IoT and Computer Engineering Technology (CICET) 2018",https://easychair.org/cfp/CICET2018,"Taipei, Taiwan",,"Oct 29, 2018",[],Business and Management
THRIC18,14th Annual Tourism and Hospitality Research in Ireland Conference 2018,https://easychair.org/cfp/THRIC18,"Waterford, Ireland","Feb 02, 2018","Jun 18, 2018","['tourism', 'technology', 'business', 'smart tourism']",Business and Management
2018 LRN Conference,"23rd Annual Conference of The Chartered Institute of Logistics and Transport, Logistics Research Network",https://easychair.org/cfp/2018LRN-Conference,"Plymouth, UK","Jun 08, 2018","Sep 05, 2018","['supply chain management', 'logistics', 'transportation', 'maritime']",Business and Management
MyRes 2018,2018 International Conference on Multidisciplinary Research in Mauritius,https://easychair.org/cfp/MyRes_2018,"Pointe Aux Piments, Mauritius","Mar 15, 2018","Jun 22, 2018","['stem education', 'education', 'business management and accounting', 'arts humanities and social sciences']",Business and Management
ERTIIE18,Economic Reforms & their Impact on Indian Economy,https://easychair.org/cfp/ERTIIE2018,"Lucknow, India","Jan 20, 2018","Feb 22, 2018",[],Business and Management
TED2018,2ème Colloque national sur les Techniques Economiques Décisionnelles,https://easychair.org/cfp/TED2018,"Meknès, Morocco","Mar 01, 2018","Apr 26, 2018","['business intelligence', 'big data', 'data mining', u'intelligence \xe9conomique']",Business and Management
EMMSAD18,Exploring Modeling Methods for System Analysis and Development,https://easychair.org/cfp/EMMSAD18,"Tallinn, Estonia","Mar 01, 2018","Jun 11, 2018","['modelling in general', 'evaluation and comparison of modelling', 'modelling methods and tools', 'modelling in novel contexts']",Business and Management
GTM2018,The Twelfth International Conference on Game Theory and Management,https://easychair.org/cfp/GTM2018,"Saint-Petersburg, Russia",,"Jun 27, 2018",[],Business and Management
IHRD 2018,2018 International Conference on Human Resource Development,https://easychair.org/cfp/IHRD2018,"Taipei, Taiwan","Apr 06, 2018","Jun 07, 2018","['boundaryless career development', 'employee relations', 'workplace learning & training', 'global and cross cultural issues']",Business and Management
ICMR2018,International Conference on Manufacturing Research,https://easychair.org/cfp/ICMR2018,"Skövde, Sweden","Apr 30, 2018","Sep 10, 2018",['information management'],Business and Management
DecisionCAMP2018,DecisionCAMP 2018,https://easychair.org/cfp/DecisionCAMP-2018,"Luxembourg City, Luxembourg","Sep 01, 2018","Sep 17, 2018","['business rules and decision modeling', 'decision testing and execution', 'predictive and prescriptive analytics', 'decision optimization']",Business and Management
CASPT 2018,14th International Conference on Advanced Systems in Public Transport,https://easychair.org/cfp/CASPT2018,"Brisbane, Australia","May 15, 2018","Jul 23, 2018","['public transport planning', 'public transport operations']",Business and Management
BDAI 2018,2018 International Conference on Big Data and Artificial Intelligence,https://easychair.org/cfp/BDAI2018,"Beijing, China","Feb 20, 2018","Jun 22, 2018","['big data', 'mining', 'artificial intelligence', 'architectures']",Business and Management
ICDE 2018,"1st International Conference on Digital Entrepreneurship: Prospects, Perils, Dividends and Challenges",https://easychair.org/cfp/icde2018,"Bengaluru, India","Feb 20, 2018","Apr 19, 2018","['sustainable digital entrepreneurship', 'technologies enablers and ecosystems', 'digital innovation and entrepreneurship', 'success stories (national and international)']",Business and Management
2nd ERSED-2018,2nd International Conference on Emerging Research for Sustainable Economic Development,https://easychair.org/cfp/2nd-ERSED2018,"Manama, Bahrain","Jan 31, 2018","Mar 06, 2018","['business management', 'multidisciplinary', 'engineering management', 'computer sciences']",Business and Management
ICSS 2018,4th International Conference on Social Science 2018,https://easychair.org/cfp/ICSS2018,"Abuja, Nigeria","Mar 07, 2018","Mar 21, 2018","['economics', 'political science', 'business administration', 'accounting']",Business and Management
CERALE 2018,"Innovation, entrepreneurship and sustainable development. Rethinking the Europe - America relationship in a disruptive world",https://easychair.org/cfp/CERALE2018,"Cartagena, Colombia","Apr 30, 2018","May 29, 2018","['innovation', 'sustainable development', 'entrepreneurship', 'internationalisation']",Business and Management
ICIKM 2018,"2018 7th International Conference on Innovation, Knowledge, and Management",https://easychair.org/cfp/ICIKM2018,"Bali, Indonesia","Jan 30, 2018","Jun 25, 2018","['innovations', 'knowledge', 'data mining', 'urban planning']",Business and Management
WCEEE 2018,"2018 2nd World Conference on e-Education, e-Business and e-Commerce",https://easychair.org/cfp/WCEEE2018,"Bali, Indonesia","Jan 30, 2018","Jun 25, 2018","['e commerce', 'technologies', 'e learning', 'e services']",Business and Management
DEA40,International conference of Data Envelopment Analysis,https://easychair.org/cfp/DEA40,"Birmingham, UK","Feb 15, 2018","Apr 16, 2018","['data envelopment analysis', 'efficiency and productivity', 'stochastic frontier analysis']",Business and Management
icRS 2018,2018 International Conference on Resource Sustainability,https://easychair.org/cfp/icRS2018,"Beijing, China","Jan 31, 2018","Jun 27, 2018","['sustainable supply chain', 'circular economy', 'resource use efficiency', 'environmental behavior for sustainable consumption']",Business and Management
Regional HELIX 2018,"Regional HELIX 2018 - International Conference on Innovation, Engineering and Entrepreneurship",https://easychair.org/cfp/RegionalHELIX2018,"Guimarães, Portugal","Jan 13, 2018","Jun 27, 2018","['innovation', 'engineering', 'entrepreneurship']",Business and Management
LSPGABC2018,11th Language for Specific Purposes International Conference & 10th Global Advances in Business Communication Conference,https://easychair.org/cfp/lspgabc2018,"Johor Bahru, Malaysia","Jan 31, 2018","Jun 25, 2018",['language teaching'],Business and Management
ICDEc 2018,Third International Conference on Digital Economy 2018,https://easychair.org/cfp/ICDEc2018,"Brest, France","Nov 15, 2017","May 03, 2018","['web intelligence', 'big data', 'digital economy', 'business models']",Business and Management
NB&PL 2018,National Brand and Private Label Marketing (NB&PL) 2018,https://easychair.org/cfp/NB-PL2018,"Barcelona, Spain","Jan 20, 2018","Jul 11, 2018","['retailing', 'private labels', 'national brands']",Business and Management
11th GBC,11th Global Business Conference,https://easychair.org/cfp/11thGBC,"Manila, Philippines","Jan 31, 2018",,"['global business', 'borderless', 'connections']",Business and Management
ICORIA 2018,17th International Conference on Research in Advertising (ICORIA),https://easychair.org/cfp/ICORIA2018,"Valencia, Spain","Mar 14, 2018","Jun 21, 2018",[],Business and Management
ICEEEP 2018,2018 2nd International Conference on  Energy Economics and Energy Policy,https://easychair.org/cfp/ICEEEP2018,"Barcelona, Spain","Jan 20, 2018","Apr 06, 2018","['energy policy', 'green energy', 'air pollution', 'energy economics']",Business and Management
ICII 2018,2018 4th International Conference on Information Management and Industrial Engineering,https://easychair.org/cfp/ICII2018,"Cape Town, South Africa","Dec 10, 2017","Feb 10, 2018","['information management', 'e business', 'management', 'information technology']",Business and Management
ICFNT 2018,2018 International Conference on Future Networks Technology,https://easychair.org/cfp/ICFNT2018,"Paris, France","Dec 05, 2017","Jan 02, 2018","['networks', 'security and privacy', 'computing', 'communication']",Business and Management
ICBIS 2018,2018 2nd International Conference on Business Information Systems,https://easychair.org/cfp/ICBIS2018,"Hangzhou, China","Jan 30, 2018","May 18, 2018","['information systems', 'information management', 'e business', 'economics']",Business and Management
ICIM2018,2018 4th International Conference on Information Management,https://easychair.org/cfp/ICIM2018,"Oxford, UK","Feb 20, 2018","May 25, 2018","['information management', 'technology', 'e business', 'economics']",Business and Management
ICCMB2018,2018 International Conference on Computers in Management and Business,https://easychair.org/cfp/ICCMB2018,"London, UK","Feb 20, 2018","May 25, 2018","['information management', 'modern management', 'e business engineering', 'information systems and technology']",Business and Management
ICISE2018,2018 3rd International Conference on Information Systems Engineering,https://easychair.org/cfp/ICISE-2018,"Shanghai, China","Feb 10, 2018","May 04, 2018","['architecture', 'generation', 'techniques', 'information systems engineering']",Business and Management
ICFIE 2018,2018 International Conference on Frontiers of Industrial Engineering,https://easychair.org/cfp/ICFIE2018,"Hong Kong, China","Jan 15, 2018","Mar 15, 2018","['project management', 'manufacturing', 'industrial engineering', 'education and training']",Business and Management
ICITM 2018,2018 7th International Conference on Industrial Technology and Management,https://easychair.org/cfp/ICITM2018,"Oxford, UK","Jan 05, 2018","Mar 07, 2018","['management', 'e business', 'risk management', 'industrial technology']",Business and Management
ICBDM 2018,2018 International Conference on Big Data Management,https://easychair.org/cfp/ICBDM2018,"Macau, China","Dec 20, 2017","Feb 26, 2018","['big data', 'visualization', 'multimedia', 'data mining']",Business and Management
ICMSS 2018,"The 2nd International Conference on Management Engineering, Software Engineering and Service Sciences",https://easychair.org/cfp/ICMSS2018,"Wuhan, China","Nov 10, 2017","Jan 13, 2018","['software engineering', 'management', 'management engineering', 'service sciences']",Business and Management
ICKMS2018,2018 International Conference on Knowledge Management Systems,https://easychair.org/cfp/ICKMS2018,"Florida, AL, United States","Jan 20, 2018","Apr 09, 2018","['knowledge management', 'data', 'innovation', 'knowledge transfer']",Business and Management
IC4E 2018,"2018 9th International Conference on E-Education, E-Business, E-Management and E-Learning",https://easychair.org/cfp/IC4E2018,"San Diego, AR, United States","Nov 10, 2017","Jan 11, 2018","['e learning', 'e business', 'e commerce', 'e service']",Business and Management
ICHSD 2017,2017 7th International Conference on History and Society Development,https://easychair.org/cfp/ICHSD-2017,"Hong Kong, Hong Kong","Oct 30, 2017","Dec 28, 2017","['communication', 'economics', 'education', 'history']",Business and Management
ICSEB 2017,2017 International Conference on Software and e-Business,https://easychair.org/cfp/ICSEB2017,"Hong Kong, Hong Kong","Oct 30, 2017","Dec 28, 2017","['software', 'e business', 'electronic commerce', 'software management']",Business and Management
ISMI2018 + IEEE SMILE 2018,2018 International Symposium on Semiconductor Manufacturing Intelligence,https://easychair.org/cfp/ismi-smile2018,"Hsinchu, Taiwan",,"Feb 07, 2018","['intelligent manufacturing', 'artificial intelligence', 'big data', 'semiconductor manufacturing']",Business and Management
DIGECON-2018,Digital Innovation: Meeting the Business Challenges,https://easychair.org/cfp/DIGECON-2018,"Hyderabad, India","Jan 29, 2018","Feb 23, 2018","['social media', 'web analytics', 'digital technology', 'ecommerce']",Business and Management
INFORSID2018,36ème Congrès INFormatique des ORganisations et Systèmes d’Information et de Décision,https://easychair.org/cfp/INFORSID2018,"Nantes, France","Feb 05, 2018","May 28, 2018",[],Business and Management
ISMS 2018,International Conference on Information Systems and Management Science (ISMS2018),https://easychair.org/cfp/ISMS2018,"Valletta, Malta",,"Feb 27, 2018",[],Business and Management
SAM 2018,2018 International Business Conference,https://easychair.org/cfp/SAM2018,"Arlington, VA, United States","Dec 15, 2017","Mar 22, 2018","['management', 'marketing', 'accounting and finance', 'management information systems']",Business and Management
EMISA 2018,9th International Workshop on Enterprise Modeling and Information Systems Architectures,https://easychair.org/cfp/EMISA2018,"Rostock, Germany","Mar 18, 2018","May 24, 2018","['enterprise modelling', 'enterprise architecture']",Business and Management
GITMA2018,Global Information Technolgy Management Association,https://easychair.org/cfp/GITMA2018,"Mexico City, Mexico","Dec 15, 2017","Jul 08, 2018","['global information technology', 'big data and data analytics', 'information technology management', 'cyber security and privacy']",Business and Management
ICISO2018,18th International Conference on Informatics and Semiotics in Organisations,https://easychair.org/cfp/iciso2018,"Reading, UK","Jan 31, 2018","Jul 16, 2018",[],Business and Management
MIC2018,Majan International Conference 2018,https://easychair.org/cfp/mic2018,"Muscat, Oman",,"Mar 19, 2018","['information technology', 'entrepreneurship business and management', 'soft skills']",Business and Management
SBP4RD,Sustainable Business Practices for Rural Development,https://easychair.org/cfp/SBP4RD,"Jammu, India",,"Feb 27, 2018","['marketing', 'human resource management', 'rural development', 'finance']",Business and Management
AOM OCIS conference in China 2018,Academy of Management OCIS division conference in China,https://easychair.org/cfp/aom-ocis-shanghai-conference2018,"Shanghai, China","Mar 31, 2018","Jun 03, 2018","['information systems', 'change management', 'organisational communication', 'artificial intelligence and social media']",Business and Management
PEFA2018,"I. Uluslararası Politik, Ekonomik ve Finansal Araştırmalar Kongresi - 2018",https://easychair.org/cfp/PEFA2018,"Nazilli/Aydın, Turkey","Apr 13, 2018","Apr 26, 2018","['business', 'economics', 'finance']",Business and Management
IACEB 2018,International Academic Conference on Economics and Business,https://easychair.org/cfp/IACEB-2018,"Beirut, Lebanon","Nov 30, 2017","May 03, 2018",['business & economics'],Business and Management
2ndCTOM,2nd Conference on Technology & Operations Management,https://easychair.org/cfp/2ndCTOM,"Kedah, Malaysia","Dec 31, 2017","Feb 26, 2018","['technology management', 'information technology']",Business and Management
CCTC2018,Consumer Culture Theory Conference 2018,https://easychair.org/cfp/CCTC2018,"Odense, Denmark","Jan 15, 2018","Jun 28, 2018","['consumer behavior', 'marketing', 'consumer culture theory', 'consumption']",Business and Management
5G,"6th International Conference Green, Growth, Globalization, Governance & GST (5G) Challenges and Opportunities",https://easychair.org/cfp/6thICon5G,"Jaipur, India","Nov 30, 2017","Feb 02, 2018","['1. green 2. growth', '3. globalization', '4. governance', '5. gst']",Business and Management
ARCBHL 2017,"i-Proclaim Annual Research Conference on Business, Humanity and Law",https://easychair.org/cfp/ARCBHL-2017,"Kuala Lumpur, Malaysia","Dec 10, 2017","Dec 30, 2017","['business', 'law', 'social sciences', 'humanity']",Business and Management
ICIL 2018,International Conference on Industrial Logistics 2018,https://easychair.org/cfp/icil2018,"Beer-Sheva, Israel","Jan 23, 2018","May 15, 2018","['logistics', 'supply chains', 'transportation', 'inventory management']",Business and Management
IPSERA 2018,27th Annual Conference of the International Purchasing and Supply Education and Research Association,https://easychair.org/cfp/IPSERA2018,"Athens, Greece","Nov 26, 2017","Mar 25, 2018","['innovation', 'purchasing', 'supply management', 'sourcing']",Business and Management
MKWI2018,Multikonferenz Wirtschaftsinformatik 2018,https://easychair.org/cfp/MKWI2018,"Lüneburg, Germany","Sep 30, 2017","Mar 06, 2018",[],Business and Management
ICTO2018,ICTO2018: Information and Communication Technologies for an inclusive world,https://easychair.org/cfp/ICTO2018,"Paris-Nanterre, France","Nov 30, 2017","Mar 22, 2018","['information systems', 'e commerce', 'e businesss', 'e marketing']",Business and Management
MENACIS2018,Middle East & North Africa Conference for Information Systems,https://easychair.org/cfp/MENACIS2018,"Paris, France",,"Mar 22, 2018","['information systems', 'e commerce', 'e business', 'e marketing']",Business and Management
ISS 2018,The 17th Internatilnal Schumpeter Society Conference Seoul,https://easychair.org/cfp/ISS2018,"Seoul, South Korea","Feb 28, 2018","Jul 02, 2018",[],Business and Management
ICMLBI'18,"2018 International Conference on Management, Leadership and Business Intelligence",https://easychair.org/cfp/ICMLBI18,"Houston, TX, United States","Mar 10, 2018","Apr 06, 2018","['leadership', 'management', 'business intelligence']",Business and Management
IACCMHT-2018,"International Academic Conference on Commerce, Management, Hospitality and Tourism",https://easychair.org/cfp/IACCMHT2018,"Goa, India","Dec 15, 2017","Jan 19, 2018","['management', 'hospitality', 'tourism', 'commerce']",Business and Management
4ETCPAN,4th International Conference of Technology & Business,https://easychair.org/cfp/4ETCPAN,"Corumbá MS, Brazil","Oct 30, 2017","Dec 05, 2017","['applied computing', 'information systems', 'innovation and entrepreneurship', 'approaches socioenvironmental']",Business and Management
18th SPACE COnference,SPACE International Network Conference,https://easychair.org/cfp/18TH_SPACE-CONFERENCE,"Kolding, Denmark","Feb 15, 2018","Apr 24, 2018","['entrepreneurship innovation and education', 'higher education pedagogy and technologies', 'he applied research and entrepreneurship', 'he leadership and operational governance']",Business and Management
ISDSI 2017,11th ISDSI International Conference,https://easychair.org/cfp/isdsi2017,"Tiruchirappalli, India","Aug 31, 2017","Dec 27, 2017","['information systems', 'decision sciences', 'operations management', 'business and management']",Business and Management
DIGITS 2018,"Digital Innovations, Transformation, and Society Conference 2018",https://easychair.org/cfp/digits2018,"New Delhi, India","Oct 31, 2017","Jan 13, 2018","['digitization', 'digital transformations', 'digital innovations']",Business and Management
ICCM 2017,3rd International Conference on Computers and Management (ICCM) 2017,https://easychair.org/cfp/ICCM2017,"Kota, India",,"Dec 28, 2017",[],Business and Management
CEIPEL 2018,Congresso sobre Empreendedorismo e Inovação nos Países de Expressão Latina,https://easychair.org/cfp/CEIPEL2018_P,"Lisboa, Portugal","Apr 30, 2018","Jul 03, 2018","[u'inova\xe7\xe3o', 'empreendedorismo']",Business and Management
6thAICC,6th Annual International Commerce Conference,https://easychair.org/cfp/6thAICC,"Delhi, India","Oct 30, 2017","Jan 11, 2018","['understanding digital consumer', 'social media for social causes', 'analytics: present and future']",Business and Management
AMS46,2018 AMS 46th Annual Conference,https://easychair.org/cfp/ams46,"New Orleans, LA, United States","Sep 25, 2017","May 23, 2018","['marketing', 'marketing research', 'consumer data', 'retailing']",Business and Management
NCCR2018,5th Nordic Conference on Consumer Research,https://easychair.org/cfp/NCCR2018,"Vaasa, Finland","Jan 31, 2018","Jun 13, 2018","['consumer behaviour', 'consumption', 'marketing', 'user studies']",Business and Management
BAI-Winter 2018,2018 International Conference on Business and Information - Winter Session,https://easychair.org/cfp/BAI-Winter2018,"Okinawa, Japan","Oct 01, 2017","Jan 23, 2018","['management', 'information']",Business and Management
ECOES 2018,Emerging Challenges and Opportunities in Energy Sector,https://easychair.org/cfp/ECOES2018,"Amethi, Uttar Pradesh, India","Dec 25, 2017","Feb 09, 2018","['marketing human resource finance', 'oil gas renewables unconventional energy', 'operations supply chain data analytics', 'business economics corporate social responsibility']",Business and Management
AMSWMC21,Academy of Marketing Science World Marketing Congress,https://easychair.org/cfp/amswmc21porto,"Porto, Portugal","Oct 01, 2017","Jun 27, 2018","['marketing research', 'consumer behavior', 'services', 'retailing']",Business and Management
ECOES 1,International conference on Emerging Challenges & Opportunities in Energy Sector,https://easychair.org/cfp/ECOES_1,"Amethi, India","Oct 30, 2017","Feb 09, 2018","['corporate social responsibility', 'marketing hrm scm accounting finance', 'renewable energy unconventional energy', 'technology management data analytic']",Business and Management
BAFI 2018,Third Conference on Business Analytics in Finance and Industry,https://easychair.org/cfp/BAFI_2018,"Santiago, Chile","Aug 31, 2017","Jan 17, 2018","['business analytics', 'data science', 'machine learning', 'big data']",Business and Management
ATHENAEUM 2018,VIII International Conference on Contemporary Management Research,https://easychair.org/cfp/athenaeum2018,"Chennai, India","Sep 05, 2017","Feb 09, 2018","['leadership', 'management', 'accounting & finance', 'business economics']",Business and Management
