 Acronym,Name,Link,Location,Submission deadline,Start date,Topics,Area
CICLing 2018,19th International Conference on Computational Linguistics and Intelligent Text Processing,https://easychair.org/cfp/CICLing-2018,"Hanoi, Viet Nam","Jan 12, 2018","Mar 18, 2018","['natural language processing', 'computational linguistics', 'deep learning for nlp', 'sentiment analysis and opinion mining']",Language and Linguistics
CompLing-2018,International Workshop «Computational Linguistics»,https://easychair.org/cfp/CompLing2018,"St. Petersburg, Russia","Feb 01, 2018","May 30, 2018","['natural language processing', 'computational linguistics', 'machine translation', 'digital transformation']",Language and Linguistics
AELCO 2018,XI International Conference of the Spanish Cognitive Linguistics Association,https://easychair.org/cfp/AELCO2018,"Córdoba, Spain",,"Oct 17, 2018","['cognitive linguistics', 'semantic frames and constructions', 'metonymy and metaphor', 'cognitive models']",Language and Linguistics
ICHSS 2018,The International Conference on the Humanities and the Social Sciences 2018,https://easychair.org/cfp/ichss2018,"Peradeniya, Sri Lanka","Feb 01, 2018","Nov 22, 2018",[],Language and Linguistics
FDSL 13,13th European Conference on Formal Description of Slavic Languages,https://easychair.org/cfp/FDSL-13,"Göttingen, Germany","May 15, 2018","Dec 05, 2018","['syntax', 'semantics', 'morphology', 'slavic']",Language and Linguistics
SwissText 2018,3rd Swiss Text Analytics Conference,https://easychair.org/cfp/SwissText2018,"Winterthur, Switzerland","Mar 02, 2018","Jun 12, 2018","['natural language processing', 'text analytics', 'computational linguistics', 'deep learning']",Language and Linguistics
STAS2018,The shaping of transitivity and argument structure: theoretical and empirical perspectives,https://easychair.org/cfp/stas2018,"Pavia, Italy","Mar 31, 2018","Oct 25, 2018","['historical linguistics', 'corpora', 'language typology', 'indo european linguistics']",Language and Linguistics
FG 2018,Formal Grammar 2018,https://easychair.org/cfp/FG2018,"Sofia, Bulgaria","Mar 09, 2018","Aug 11, 2018","['formal grammar', 'computational linguistics']",Language and Linguistics
DOK12,12. Dilbilim Öğrenci Konferansı,https://easychair.org/cfp/dok12,"Ankara, Turkey","Feb 04, 2018","Apr 16, 2018",[],Language and Linguistics
NASSLLI 2018 Student Session,NASSLLI 2018 Student Session,https://easychair.org/cfp/nasslli2018-studentsession,"Pittsburgh, PA, United States","Feb 25, 2018","Jun 23, 2018","['logic and language', 'language and computation', 'logic and computation']",Language and Linguistics
SCULC 2018,Southern California Undergraduate Linguistics Conference,https://easychair.org/cfp/sculc2018,"Los Angeles, CA, United States","Feb 16, 2018","Apr 14, 2018","['linguistics', 'undergraduate research']",Language and Linguistics
ShefLing PGC 2018,Sheffield Linguistics Postgraduate Conference,https://easychair.org/cfp/ShefLingPGC2018,"Sheffield, UK","Feb 15, 2018","Apr 25, 2018","['language teaching', 'corpus linguistics', 'first and second language acquisition', 'psycholinguistics and sociolinguistics']",Language and Linguistics
BDBT2018,Sheffield Linguistics Symposium: Big Data Meets Big Theory 2018,https://easychair.org/cfp/BDBT2018,"Sheffield, UK","Feb 15, 2018","Apr 26, 2018","['linguistics', 'big data', 'typology', 'cognition']",Language and Linguistics
SIGDOC '18,SIGDOC 2018,https://easychair.org/cfp/sigdoc18,"Milwaukee, WI, United States",,"Aug 02, 2018",[],Language and Linguistics
ICPM7,The 7th International Conference on Phonology and Morphology,https://easychair.org/cfp/icpm7,"Seoul, South Korea","Feb 23, 2018","Jun 29, 2018","['phonology', 'phonetics', 'morphology', 'learning and learnability in phonology']",Language and Linguistics
WS-EM ISLE5,"Workshop ""Extravagant Morphology"" (ISLE5, London 2018)",https://easychair.org/cfp/extravagance2018,"London, UK","Feb 15, 2018","Jul 17, 2018","['morphology', 'language variation', 'language change', 'word formation']",Language and Linguistics
HDLS 13,13th High Desert Linguistics Society Conference,https://easychair.org/cfp/HDLS13,"Albuquerque, NM, United States","Aug 01, 2018","Nov 09, 2018","['cognitive science', 'typology', 'functional linguistics', 'sociolinguistics']",Language and Linguistics
PACL2018,Workshop on Provenance and Annotation in Computational Linguistics 2018,https://easychair.org/cfp/PACL2018,"Prague, Czech Republic","Dec 22, 2017",,"['corpus linguistics', 'visualization', 'visual analytics']",Language and Linguistics
CHRONOS13,"International Conference on Tense, Aspect, Modality and Evidentiality",https://easychair.org/cfp/CHRONOS13,"Neuchatel, Switzerland","Dec 10, 2017","Jun 04, 2018",['pragmatics of tame'],Language and Linguistics
TAL 2018,Sixth International Symposium on Tonal Aspects of Languages,https://easychair.org/cfp/tal2018,"Berlin, Germany","Feb 22, 2018","Jun 18, 2018","['phonology and phonetics of tones', 'typology of tones', 'tone production and perception', 'acquisition and learning/teaching of tones']",Language and Linguistics
ICPEAL 17 - CLDC 9,"International Conference on the Processing of East Asian Languages 17 — Conference on Discourse, Language, and Cognition 9 (joint conference)",https://easychair.org/cfp/ICPEAL17-CLDC9,"Taipei, Taiwan","Feb 10, 2018","Oct 18, 2018","['language processing', 'cognitive linguistics', 'psycholinguistics', 'east asian languages']",Language and Linguistics
LabPhon16 Satellite,New Developments in Speech Sensing and Imaging,https://easychair.org/cfp/labphon16_satellite_04,"Lisbon, Portugal","Feb 11, 2018","Jun 23, 2018","['articulatory phonetics', 'medical imaging and devices', 'sensors', 'laboratory phonology']",Language and Linguistics
SALA-34,34th South Asian Language Analysis Roundtable,https://easychair.org/cfp/SALA-34,"Konstanz, Germany","Jun 19, 2018","Jun 19, 2018","['sociolinguistics', 'philology', 'language policies', 'minority languages']",Language and Linguistics
iiccrhe2018,International Interdisciplinary Conference on Curriculum Reforms in Higher Education: Global Scenario,https://easychair.org/cfp/iiccrhe2018,"Kolhapur, India","Jan 25, 2018","Feb 04, 2018","['educational data mining', 'curriculum reforms in higher education', 'engagement 21st century learner', 'curriculum reforms from global perspectives']",Language and Linguistics
MLC2018,Shared task on measuring linguistic complexity,https://easychair.org/cfp/MLC2018,"Torun, Poland","Feb 01, 2018","Apr 15, 2018","['language evolution', 'language complexity', 'quantitative linguistics', 'computational linguistics']",Language and Linguistics
ICPL2,"Second International Conference ""Prominence in Language""",https://easychair.org/cfp/icpl2,"Cologne, Germany","Jan 22, 2018","Jul 11, 2018","['semantics', 'pragmatics', 'phonology', 'syntax']",Language and Linguistics
NLP4RE,First International Workshop on Natural Language Processing for Requirements Engineering,https://easychair.org/cfp/NLP4RE,"Utrecht, Netherlands","Jan 15, 2018","Mar 19, 2018","['requirements engineering', 'natural language processing', 'software engineering', 'nlp']",Language and Linguistics
PROPOR2018-SRW,International Conference on the Computational Processing of Portuguese - Student Research Workshop,https://easychair.org/cfp/PROPOR2018SRW,"Canela, Rio Grande do Sul, Brazil","Apr 22, 2018","Sep 24, 2018",[],Language and Linguistics
IACS3 – 2018,Third Conference of the International Association for Cognitive Semiotics,https://easychair.org/cfp/IACS2018,"Toronto, Canada",,"Jul 13, 2018",[],Language and Linguistics
CGG28,Colloquium on Generative Grammar 28,https://easychair.org/cfp/CGG28,"Tarragona, Spain","Jan 31, 2018","May 30, 2018","['syntax', 'semantics', 'phonology', 'pragmatics']",Language and Linguistics
LAL2018,Linguistics and Asian Languages,https://easychair.org/cfp/LAL2018,"Poznań, Poland","Jan 07, 2018","Mar 23, 2018",[],Language and Linguistics
LexESP 2018,V International Seminar on English and ESP Lexicology and Lexicography: The Words of the Law,https://easychair.org/cfp/LexESP2018,"Alicante, Spain","Feb 01, 2018","Apr 26, 2018","['specialized legal lexis/lexicology', 'legal terminology and terminography', 'teaching and learning legal vocabulary', 'legal terminology and translation']",Language and Linguistics
ConTIn-6,The 6th Conference on Text Interpretation,https://easychair.org/cfp/ConTIn6,"Tyumen, Russia","Jan 31, 2018","Feb 12, 2018","['interpretation', 'text', 'digital humanities', 'digital technologies']",Language and Linguistics
AFLS2018,Annual conference of the Association for French Language Studies,https://easychair.org/cfp/AFLS2018,"Toulouse, France","Jan 31, 2018","Jun 27, 2018",[],Language and Linguistics
2018MSUCTP,2018 Montclair State University Conference on Translation Pedagogy,https://easychair.org/cfp/2018_MSU_TranslationPedagogy,"Montclair, NJ, United States","Jan 22, 2018","Jun 07, 2018","['translation pedagogy', 'translation curriculum', 'assessment in the translation classroom']",Language and Linguistics
39TG,39th TESOL Greece Annual International Convention,https://easychair.org/cfp/39TG,"Athens, Greece","Nov 20, 2017","Mar 03, 2018","['creativity', 'teacher development and research', 'language technologies', 'young adult learners eap']",Language and Linguistics
CLS2018,Child Language Symposium,https://easychair.org/cfp/CLS2018,"Reading, UK","Jan 15, 2018","Jun 25, 2018","['language development', 'multilingualism', 'literacy development', 'developmental language disorders']",Language and Linguistics
XPRAG.it 2018,2nd Experimental Pragmatics in Italy Conference,https://easychair.org/cfp/XPRAGit2018,"Pavia, Italy","Feb 02, 2018","May 30, 2018","['presupposition', 'experimental pragmatics', 'figurative language', 'implicatures']",Language and Linguistics
ISBPAC-TU-2018,2nd International Symposium on Bilingual and L2 Processing in Adults and Children,https://easychair.org/cfp/isbpactu2018,"Braunschweig, Germany","Jan 15, 2018","May 24, 2018","['language acquisition', 'language processing', 'multilingualism', 'bilingualism']",Language and Linguistics
WSCLA 23,23rd Workshop on the Structure and Constituency of the Languages of the Americas,https://easychair.org/cfp/WSCLA23,"Ottawa, Canada","Jan 29, 2018","Apr 13, 2018","['grammar', 'indigenous languages of the americas']",Language and Linguistics
LSPGABC2018,11th Language for Specific Purposes International Conference & 10th Global Advances in Business Communication Conference,https://easychair.org/cfp/lspgabc2018,"Johor Bahru, Malaysia","Jan 31, 2018","Jun 25, 2018",['language teaching'],Language and Linguistics
GenWH 2018,The Geneva WH-orkshop on Optional Insituness,https://easychair.org/cfp/GenWH2018,"Genève, Switzerland","Dec 07, 2017","Jan 16, 2018","['linguistics', 'in situ', 'wh movement', 'wh elements']",Language and Linguistics
WAASAP 4,Workshop on Aspect and Argument Structure of Adverbs and Preposition,https://easychair.org/cfp/WAASAP4,"Barcelona, Spain","Jan 29, 2018","Jun 07, 2018",[],Language and Linguistics
JADT'2018,14th International Conference on Statistical Analysis of Textual Data,https://easychair.org/cfp/JADT2018,"Rome, Italy","Jan 21, 2018","Jun 12, 2018","['text mining', 'textual statistics', 'discourse analysis', 'quantitative linguistics']",Language and Linguistics
AMLaP Asia 2018,Architectures and Mechanisms of Language Processing- Asia 2018,https://easychair.org/cfp/amlap2018asia,"Hyderabad, India","Nov 20, 2017","Feb 01, 2018","['sentence processing', 'bilingualism']",Language and Linguistics
APLIUT 2018,"Ré/In-fléchir l'internationalisation des formations :  quels dispositifs d’enseignement/apprentissage des langues  de spécialité, professionnelles ou générales ?",https://easychair.org/cfp/APLIUT_2018,"Toulouse, France","Feb 15, 2018","May 31, 2018","[u'langues de sp\xe9cialit\xe9', 'didactique', 'languages for specific purposes', 'didactics']",Language and Linguistics
DiGS20,20th Diachronic Generative Syntax Conference,https://easychair.org/cfp/DiGS20,"York, UK","Jan 08, 2018","Jun 18, 2018",['diachronic syntax'],Language and Linguistics
NLDB2018,23rd International Conference on Natural Language & Information Systems,https://easychair.org/cfp/NLDB2018,"Paris, France","Feb 05, 2018","Jun 13, 2018",['question answering'],Language and Linguistics
CILC 2018,X Congreso Internacional de Lingüística de Corpus (CILC 2018),https://easychair.org/cfp/CILC2018,"Cáceres, Spain","Jan 30, 2018","May 09, 2018","['corpus linguistics', 'language', 'linguistics']",Language and Linguistics
CLS54,54th Meeting of the Chicago Linguistic Society,https://easychair.org/cfp/cls54,"Chicago, IL, United States","Jan 15, 2018","Apr 26, 2018","['general linguistics', 'theoretical linguistics', 'experimental linguistics']",Language and Linguistics
CILC4,"FOURTH INTERNATIONAL CONFERENCE ON INTERACTIVITY, LANGUAGE & COGNITION",https://easychair.org/cfp/CILC4,"Honolulu, HI, United States","Feb 01, 2018","Aug 01, 2018","['philosophy', 'education', 'linguistics/applied linguistics', '4e cognition']",Language and Linguistics
NACAL 46,46th Annual Meeting of the North Atlantic Conference on Afroasiatic Linguistics,https://easychair.org/cfp/NACAL46,"Long Beach, CA, United States",,"Jun 01, 2018","['linguistics', 'africa', 'middle east', 'afroasiatic languages']",Language and Linguistics
LIMES 2018,XIV. LIMES-Kolloquium an der Universität Konstanz,https://easychair.org/cfp/LIMES2018,"Konstanz, Germany","Dec 01, 2017","Feb 23, 2018",[],Language and Linguistics
HistoCrypt 2018,International Conference on Historical Cryptology,https://easychair.org/cfp/HistoCrypt2018,"Uppsala, Sweden","Jan 26, 2018","Jun 18, 2018","['history', 'intelligence', 'computer science', 'cryptology']",Language and Linguistics
"ConSOLE XXVI, 2018",The 26th Conference of the Student Organization of Linguistics in Europe,https://easychair.org/cfp/ConSOLE-XXVI-2018,"London, UK","Oct 31, 2017","Feb 14, 2018",[],Language and Linguistics
QUALICO 2018,International Quantitative Linguistics Conference,https://easychair.org/cfp/qualico2018,"Wroclaw, Poland","Jan 30, 2018","Jul 05, 2018","['quantitative linguistics', 'machine learning', 'text mining', 'computational linguistics']",Language and Linguistics
SPECOM 2018,20th International Conference on Speech and Computer,https://easychair.org/cfp/specom2018,"Leipzig, Germany","Apr 15, 2018","Sep 18, 2018","['speech recognition', 'speaker recognition', 'human computer interaction', 'text analysis']",Language and Linguistics
TISLID18,Technological Innovation for Specialized Linguistic Domains 2018,https://easychair.org/cfp/tislid18,"Ghent, Belgium","Jan 10, 2018","May 24, 2018","['language technologies', 'tell (technologically enhanced language learning)', 'icts for multilingual communication']",Language and Linguistics
ESFLC 2018,28th European Systemic Functional Linguistics Conference 2018,https://easychair.org/cfp/esflc2018,"Pavia, Italy","Jan 05, 2018","Jul 05, 2018",[],Language and Linguistics
childrenmacabre2018,From Morals to Macabre in Translation for Children,https://easychair.org/cfp/childrenmacabre2018,"Cracow, Poland","Nov 30, 2017","Apr 04, 2018","['languages', 'translation', 'digital humanities', u'children\u2019s literature']",Language and Linguistics
HLS24,24th Himalayan Languages Symposium,https://easychair.org/cfp/hls24,"Lucknow, India","Feb 28, 2018","Jun 08, 2018","['linguistics', 'language technology', 'documentation', 'himalayan languages']",Language and Linguistics
LitSea2018,"Literature at Sea: Storms, Shipwrecks, and Survival",https://easychair.org/cfp/LitSea2018,"Jacksonville, FL, United States","Nov 01, 2017","May 12, 2018","['literature', 'language', 'humanities', 'interdisciplinary']",Language and Linguistics
JICCLAP2018,1st Joint International Conference_ QU_WORAL_ Computational Linguistics and Arabic Language Processing.,https://easychair.org/cfp/JICCLAP2018,"Doha, Qatar",,"Mar 12, 2018",[],Language and Linguistics
NM2018,Narrative Matters 2018: The ABCs of Narrative,https://easychair.org/cfp/NM2018,"Enschede, Netherlands","Nov 21, 2017","Jul 02, 2018",[],Language and Linguistics
NLPCS 2018,13th International Workshop on Natural Language Processing and Cognitive Science,https://easychair.org/cfp/NLPCS-2018,"Krakow, Poland","Apr 15, 2018",,"['natural language processing (nlp)', 'text mining', 'cognitive models of nlp', 'computational models of nlp']",Language and Linguistics
2018 ALLT,2018 International Conference on  Applied Linguistics & Language Teaching,https://easychair.org/cfp/2018allt,"Taipei, Taiwan","Jan 10, 2018","Apr 20, 2018","['teaching', 'linguistics', 'translation', 'language acquisition']",Language and Linguistics
ALA 2018,Towards Language Aware Citizenship,https://easychair.org/cfp/ala2018,"Amsterdam, Netherlands","Nov 30, 2017","Jul 04, 2018","['language awareness', 'education and learning']",Language and Linguistics
DLAP-3,Third International Conference on Documentary Linguistics – Asian Perspectives,https://easychair.org/cfp/DLAP3,"Salaya, Thailand","Feb 28, 2018","Jul 23, 2018",[],Language and Linguistics
3 EISSI,III Encontro Internacional de Sintaxe e Semântica & Interfaces - Syntax and Semantics & Cognition,https://easychair.org/cfp/3eissi,"Florianópolis, Brazil","Mar 11, 2018","Jun 25, 2018","['linguistics', 'syntax', 'semantics', 'cognition']",Language and Linguistics
CLOW3,Contested Languages in the Old World 3,https://easychair.org/cfp/clow3,"Amsterdam, Netherlands","Dec 15, 2017","May 03, 2018",[],Language and Linguistics
APLL10,10th International Austronesian and Papuan Languages and Linguistics Conference,https://easychair.org/cfp/APLL10,"Guildford, UK","Nov 17, 2017","May 04, 2018","['linguistics', 'austronesian languages', 'papuan languages']",Language and Linguistics
AffCon2018,AAAI Workshop on Affective Content Analysis,https://easychair.org/cfp/affcon2018,"New Orleans, LA, United States","Nov 10, 2017",,"['affective computing', 'sentiment analysis', 'psycho linguistics', 'user profiling']",Language and Linguistics
MTIP2018,Meaning in Translation: Illusion of Precision,https://easychair.org/cfp/MTIP2018,"Riga, Latvia","Jan 31, 2018","May 16, 2018","['terminology', '(r)evolution in translation studies', 'scientific and technical discourse', 'e learning and digital humanities']",Language and Linguistics
AFLA25,The 25th Meeting of the Austronesian Formal Linguistics Association,https://easychair.org/cfp/AFLA25,"Taipei, Taiwan","Dec 10, 2017","May 10, 2018","['linguistics', 'austronesian languages', 'theoretical linguistics', 'experimental linguistics']",Language and Linguistics
AISV 2018,Speech in the Natural Context. Models and Methods for the Analysis of Speech Under Real Communicative Conditions - XIV National Conference of the Italian Association for Speech Sciences,https://easychair.org/cfp/AISV2018,"Bolzano, Italy","Oct 15, 2017","Jan 25, 2018","['phonetics & phonology', 'sociolinguistics', 'computational linguistics', 'cognitive science']",Language and Linguistics
JoLLE2018,The Journal of Language and Literacy Education Winter Conference,https://easychair.org/cfp/JoLLE2018,"Athens, GA, United States","Nov 05, 2017","Feb 03, 2018","['education', 'literacy', 'language', 'pedagogy']",Language and Linguistics
FASAL 8,Formal Approaches to South Asian Languages 8,https://easychair.org/cfp/FASAL8,"Wichita, KS, United States","Dec 18, 2017","Mar 31, 2018",[],Language and Linguistics
MGS 2018,6th European Congress of Modern Greek Studies,https://easychair.org/cfp/MGS2018,"Lund, Sweden","Nov 30, 2017","Oct 04, 2018","['linguistics', 'greek literature', 'history', 'greek language']",Language and Linguistics
WCCFL36,West Coast Conference on Formal Linguistics 36,https://easychair.org/cfp/wccfl36,,"Dec 10, 2017","Apr 20, 2018",[],Language and Linguistics
ICNLSP 2018,2nd International Conference on Natural Language and Speech Processing,https://easychair.org/cfp/icnlsp2018,"Algiers, Algeria","Dec 18, 2017","Apr 25, 2018","['speech recognition', 'natural language processing', 'computational linguistics', 'machine translation']",Language and Linguistics
RITerm 2018,XVI Simposio de la Red Iberoamericana de Terminología,https://easychair.org/cfp/RITerm2018,"Manizales, Colombia","Apr 27, 2018",,"['ciencias cognitivas', u'ciencias de la comunicaci\xf3n', 'ciencias del lenguaje', u'terminolog\xeda']",Language and Linguistics
CMCL 2018,Cognitive Modeling and Computational Linguistics 2018,https://easychair.org/cfp/CMCL2018,"Salt Lake City, UT, United States","Sep 03, 2017","Jan 07, 2018","['computational linguistics', 'psycholinguistics', 'cognition']",Language and Linguistics
IGG44,44° Incontro di Grammatica Generativa,https://easychair.org/cfp/IGG_44,"Rome, Italy","Nov 15, 2017","Mar 01, 2018","['mapping natural language to syntax', 'language acquisition and evolution', 'the syntax semantics interface', 'the syntax prosody interface']",Language and Linguistics
LangBord2018,"Language and Borders: Rethinking Mobility, Migration and Space",https://easychair.org/cfp/LangBord2018,"Bristol, UK","Oct 15, 2017","Mar 26, 2018","['sociolinguistics', 'linguistics', 'migration', 'anthropology']",Language and Linguistics
TLANG2018,TLANG Final Conference: Communication in the multilingual city,https://easychair.org/cfp/tlang2018,"Birmingham, UK","Oct 06, 2017","Mar 28, 2018","['superdiversity', 'translanguaging', 'communication', 'mobility']",Language and Linguistics
ELKL 6,International Conference on  Endangered and Lesser-Known Languages,https://easychair.org/cfp/ELKL6,"Mysuru, India","Oct 02, 2017","Feb 21, 2018","['language documentation', 'language endangerment', 'language revitalization', u'community\u2019s participation in language revitalization']",Language and Linguistics
IATIS 2018,IATIS 6th International Conference 2018: Translation and Cultural Mobility,https://easychair.org/cfp/iatis2018,"Hong Kong, Hong Kong","Jul 15, 2017","Jul 03, 2018",[],Language and Linguistics
DGfS-Poster-18,Computational Linguistics Poster Session (DGfS-CL-18),https://easychair.org/cfp/dgfsposter18,"Stuttgart, Germany","Sep 10, 2017","Mar 07, 2018","['computational linguistics', 'natural language processing', 'linguistics']",Language and Linguistics
IATIS 2018,Translation and cultural mobility,https://easychair.org/cfp/iatis2018panel4,"Hong Kong, China","Jul 15, 2017","Jul 03, 2018","['translation', 'digital humanities', 'economics', 'law']",Language and Linguistics
WA 2018,5th International Conference on Writing Analytics,https://easychair.org/cfp/WA2018,"St. Petersburg, FL, United States","Oct 01, 2017","Jan 11, 2018","['analytics', 'writing', 'data mining', 'global english']",Language and Linguistics
2017CWC_TCSOL,Case Writing Competition on Teaching Chinese to Speakers of Other Languages,https://easychair.org/cfp/2017CWC_TCSOL,"Shanghai, China","Nov 29, 2017",,"['teaching design and teaching methods', 'second language acquisition', 'classroom management', 'culture and cross culture communication']",Language and Linguistics
APT-Ling2018,Applications of Probability Theory in Linguistics,https://easychair.org/cfp/APT-Ling2018,"Stuttgart, Germany","Aug 31, 2017","Mar 06, 2018","['probability theory', 'linguistics']",Language and Linguistics
/grafematik/ 2018,Graphemics in the 21st Century—From Graphemes to Knowledge,https://easychair.org/cfp/grafematik2018,"Brest, France","Feb 01, 2018","Jun 14, 2018","['graphemics', 'natural language processing', 'optical character recognition', 'semiotics']",Language and Linguistics
ETCF18,Enseigner la traduction dans le contexte francophone,https://easychair.org/cfp/ETCF18,"Paris, France","Oct 31, 2017","Apr 26, 2018","['translation', 'translation studies', 'teaching translation']",Language and Linguistics
DiPVaC4,Discourse-Pragmatic Variation & Change 4,https://easychair.org/cfp/DIPVAC4,"Helsinki, Finland","Dec 10, 2017","May 28, 2018","['discourse markers', 'language contact', 'discourse particles', 'language variation and change']",Language and Linguistics
EvoLang 12,12th International Conference on the Evolution of Language,https://easychair.org/cfp/EvoLang12,"Torun, Poland","Sep 15, 2017","Apr 16, 2018","['linguistics', 'evolution', 'cognitive science', 'biology']",Language and Linguistics
The CALA 2019,Conference on Asian Linguistic Anthropology 2019,https://easychair.org/cfp/CALA2019,Cambodia,"Feb 09, 2018","Jan 23, 2019","['representation', 'linguistic anthropology', 'language and society', 'revitalization']",Language and Linguistics
MICFL2018,Malaysia International Conference on Foreign Languages,https://easychair.org/cfp/micfl2018,"Nilai, Malaysia","Sep 30, 2017","Mar 07, 2018","['culture', 'linguistics', 'translation', 'literature']",Language and Linguistics
ICBS5,5th International Congress of Bengal Studies,https://easychair.org/cfp/icbs5,"Savar, Bangladesh","Apr 15, 2017","Jan 25, 2018",[],Language and Linguistics
