Conference Name,Conference Series,Link,Categories,When,Where,Submission Deadline,Notification Due,Final Version Due,Abstract Registration Due
" SEE  2014 : Sustainability, Ethics and Entrepreneurship Conference",N/A,http://seeconf.org,"['sustainability', 'ethics', 'entrepreneurship']","May 22, 2014 - May 23, 2014",Denver,"Jan 22, 2014","Feb 26, 2014",,
 WCNC'2014 Workshop on IoT  2014 : [Call-For-Paper] IEEE WCNC'2014 Workshop on Internet of Things,N/A,http://wcnc2014.ieee-wcnc.org/workshop-cfp,"['distributed computing', 'mobile network', 'internet of things', 'sensors']","Apr 6, 2014 - Apr 9, 2014",Instanbul Turkey,"Oct 31, 2013",,,
 SPER  2014 : SPER 3rd Annual Conference on Recent Trends in Pharma Industry: Bridging the Gaps in Pharmaceutical Education,N/A,http://www.sperpharma.org,"['pharmacy', 'medical', 'allied sciences', 'biotechnology']","Mar 8, 2014 - Mar 8, 2014","Lovely Professional University, India","Dec 15, 2013","Dec 31, 2013",,
 Burroughs Century  2014 : The Burroughs Century: Celebrating the Legacy of William S. Burroughs,N/A,http://theburroughscentury.tumblr.com,"['burroughs', 'BEATS', 'media', 'yage']","Feb 7, 2014 - Feb 8, 2014","Bloomington, IN","Nov 15, 2013","Dec 1, 2013",,
 SQM  2014 : International Workshop on Software Quality and Maintainability,N/A,http://sqm2014.sig.eu,"['computer science', 'software engineering', 'software quality', 'maintainability']","Feb 3, 2014 - Feb 3, 2014","Antwerp, Belgium","Nov 17, 2013","Dec 2, 2013","Jan 10, 2014","Nov 12, 2013"
 ECOOP  2014 : European Conference on Object-Oriented Programming (ECOOP) 2014,European Conference on Object-Oriented Programming,http://ecoop14.it.uu.se/calls/artifacts.php,"['programming languages', 'object-orientation']","Jul 28, 2014 - Aug 1, 2014","Uppsala, Sweden","Dec 11, 2013","Mar 7, 2014","Apr 12, 2014",
 BIOEJ  2014 : Bioscience & Engineering: An International Journal,N/A,http://airccse.com/bioej/index.html,"['biomedical engineering', 'bioinformatics', 'molecular biology', 'health informatics']",N/A,N/A,"Nov 2, 2014","Dec 2, 2014","Dec 9, 2014",
" IWCA  2014 : IEEE International Workshop on Cloud Analytics (IWCA, 2014)",N/A,http://www.cs.ucsb.edu/~rich/IWCA-1/,"['cloud computing', 'analytics', 'IAAS', 'paas']","Mar 11, 2014 - Mar 11, 2014","Boston, MA, USA","Nov 24, 2013","Dec 22, 2013","Jan 17, 2014",
 EANN  2014 : 15th Engineering Applications of Neural Networks,N/A,http://www.eann2014.org/cms/,"['neural networks', 'artificial intelligence', 'fuzzy systems']","Sep 5, 2014 - Sep 7, 2014","Sofia, Bulgaria","Apr 14, 2014","May 15, 2014","May 24, 2014",
 TMLAI  2013 : Transactions on Machine Learning and Artificial Intelligence,N/A,http://tmlai.scholarpublishing.org,"['machine learning', 'artificial intelligence', 'image processing', 'computer vision']",N/A,N/A,"Nov 30, 2013","Dec 10, 2013","Dec 20, 2013",
" CONIELECOMP   2014 : The 24th International Conference on Electronics, Communications and Computers (CONIELECOMP 2014) ","International Conference on Electronics, Communications, and Computers",http://www.conielecomp.org,[],"Feb 26, 2014 - Feb 28, 2014","Puebla, MEXICO","Oct 21, 2013","Nov 25, 2013","Dec 16, 2013",
 IJETER  2013 : International Journal of Emerging Trends in Engineering Research,N/A,http://warse.org/ijeter.html,['engineering'],N/A,N/A,"Oct 20, 2013","Oct 25, 2013","Oct 30, 2013",
 IJWCNT  2013 : International Journal of Wireless Communications and Network Technologies (IJWCNT) ISSN 2319 - 6629,N/A,http://warse.org/ijwcnt.htm,"['wireless communications', 'network technologies']",N/A,N/A,"Nov 20, 2013","Nov 25, 2013","Nov 30, 2013",
 IJNS  2013 : International Journal of Networks and Systems,N/A,http://warse.org/ijns.htm,"['networks', 'systems']",N/A,N/A,"Nov 20, 2013","Nov 25, 2013","Nov 30, 2013",
" EB 2014, San Diego  2014 : Sex disparities in cardiovascular disease: implications for prevention, prognosis, and treatment",N/A,http://experimentalbiology.org/2014/Home.aspx,"['sex and gender', 'blood pressure regulation']","Apr 26, 2014 - Apr 30, 2014","San Diego, CA","Nov 8, 2014",,,
 IJBMIeH  2013 : International journal of medical informatics and e-Health,N/A,http://warse.org/ijbmieh.html,"['bio-medical informatics', 'e-health']",N/A,N/A,"Nov 20, 2013","Nov 25, 2013","Nov 30, 2013",
" WoLLIC  2014 : 21st Workshop on Logic, Language, Information and Computation ","Workshop on Logic, Language, Information and Computation",http://wollic.org/wollic2014,"['mathematical logic', 'programming languages', 'natural languages', 'information theory']","Sep 1, 2014 - Sep 4, 2014","Valparaiso, Chile","Mar 28, 2014","May 2, 2014","May 15, 2014","Mar 24, 2014"
" IJCCN  2013 : International Journal of Computing, Communications and Networking",N/A,http://warse.org/ijccn.htm,"['computing', 'communications', 'networking']",N/A,N/A,"Dec 20, 2013","Dec 25, 2013","Dec 30, 2013",
 IJACST  2013 : International Journal of Advances in Computer Science and Technology,N/A,http://warse.org/ijacst.html,"['computer science', 'technology']",N/A,N/A,"Oct 20, 2013","Oct 25, 2013","Oct 30, 2013",
 DANTH  2014 : The Second International Workshop on Data Analytics for Targeted Healthcare,N/A,http://www.sci.usq.edu.au/danth,"['data analytics', 'data mining', 'healthcare', 'bioinformatics']","May 13, 2014 - May 13, 2014","Tainan, Taiwan","Jan 6, 2014","Feb 5, 2014","Feb 19, 2014",
 SITIS  2013 : Special Session on CLOUD and VIRTUALIZED ENVIRONMENT Meet BIG DATA,N/A,http://www.sitis-conf.org/en/cloud-and-virtualized-environment-meet-big-data.php?Preview=ok,"['cloud computing', 'databases', 'semantic web', 'big data']","Dec 2, 2013 - Dec 5, 2013","Kyoto Terrsa, Japan","Oct 21, 2013",,,
 FIKM-INFO  2014 : III FORUM ON INFORMATION AND KNOWLEDGE MANAGEMENT,N/A,http://www.congreso-info.cu,"['knowledge management', 'information management', 'organizations', 'social networks']","Apr 14, 2014 - Apr 18, 2014","Havana, Cuba","Jan 31, 2014","Feb 28, 2014","Mar 10, 2014",
 International Forum on Water  2014 : International Forum on Integrated Transboundary Waters Management in a context of Climate Change,N/A,http://rv-eau.ca/en/call-for-communication/,"['natural resources management', 'hydrology', 'political sciences', 'ecology']","May 7, 2014 - May 9, 2014","Québec City, Canada","Dec 6, 2013",,,
 BIS  2014 : International Conference on Business Information Systems,Business Information Systems,http://bis.kie.ue.poznan.pl/17th_bis/,"['business', 'is']","May 21, 2014 - May 23, 2014","Larnaca, Cyprus","Jan 10, 2014","Feb 19, 2014","Mar 5, 2014",
" Breguet watches, cheap Breguet watches,   2013 : Breguet watches, cheap Breguet watches, buy Breguet watches, Breguet watches for sale",N/A,http://180,[],N/A,180,TBD,,,
" Munich  2014 : The 2014 Clute Institute International Academic Conference in Munich, Germany",N/A,http://cluteinstitute.com/conferences/2014MUconf.html,"['eudcation', 'business', 'health', 'engineering']","Jun 8, 2014 - Jun 12, 2014",Eden Hotel Wolff,TBD,,,
" Gucci Medium Messenger Handbags 256312 N  2014 : Gucci Medium Messenger Handbags 256312 Navy - $202.00 : , bagsguccistoer.com",N/A,http://180,[],N/A,180,TBD,,,
 ECRM  2014 : European Conference on Research Methods,N/A,http://academic-conferences.org/ecrm/ecrm-home.htm,"['business', 'research methods', 'management studies']","Jul 16, 2014 - Jul 17, 2014",London,TBD,,,
 IJCAR  2013 : International Journal of Computing Academic Research (IJCAR) ,N/A,N/A,[],"Oct 17, 2013 - Dec 25, 2013",N/A,TBD,,,
" ReClaimPart  2014 : ReClaiming Participation | Technology, Mediation & Collectivity",N/A,http://reclaimingparticipation.com,"['mediascience', 'cultural studies', 'art science', 'participation']","May 7, 2014 - May 9, 2014",Zurich,"Dec 31, 2013","Jan 31, 2014",,
" Pocket watch, quartz watch  2013 : Pocket watch, quartz watch",N/A,http://180,[],N/A,180,TBD,,,
" Gifts, Business Gifts  2013 : Gifts, Business Gifts",N/A,http://180,[],N/A,180,TBD,,,
" Beats By Dre Pro Grind Arenaceous Gold/C  2013 : Beats By Dre Pro Grind Arenaceous Gold/Chocolate - $174.00 : Professional beats by dr.dre sales, cheap-beats-by-dre.net",N/A,http://180,[],N/A,180,TBD,,,
" Monster Inspiration Headband Expression   2013 : Monster Inspiration Headband Expression Black - $184.00 : Professional beats by dr.dre sales, cheap-beats-by-dre.net",N/A,http://180,[],N/A,180,TBD,,,
" Classic Ugg  Ugg Boots Cheap sale, all s  2013 : Classic Ugg  Ugg Boots Cheap sale, all style Ugg Outlet sale with big discount",N/A,http://180,[],N/A,180,TBD,,,
" LingEvid  2014 : Linguistic Evidence 2014: Empirical, Theoretical and Computational Perspectives",N/A,http://www.sfb833.uni-tuebingen.de/LE2014,"['general linguistics', 'empirical linguistics', 'computational linguistics', 'psycholinguistics']","Feb 13, 2014 - Feb 15, 2014","Tübingen, Germany","Oct 22, 2013",,,
 Adidas Adipure : World football boots  2  2014 : Adidas Adipure : World football boots  2012/2013 Sales/Nike Euro Cup Clash Collections/Nike Mercurial Vapor 9/Nike CTR360 III/New Nike CR7 Soccer Cleats /Nike Mercurial  Vapor Supe,N/A,http://180,[],N/A,180,TBD,,,
  IJCB  2014 : International Joint Conference on Biometrics,N/A,http://www.ijcb2014.org,['biometrics'],"Sep 29, 2014 - Oct 2, 2014","Clearwater, Florida, USA","Apr 10, 2014","Jun 20, 2014","Jul 15, 2014",
 TGE  2014 : Transitional green entrepreneurs: Re-thinking ecopreneurship for the 21st century,N/A,http://www.org.umu.se/usste/english/research/workshops-and-conferences/transitional-green-entrepreneurs,"['entrepreneurship', 'sustainability', 'degrowth']","Jun 3, 2014 - Jun 5, 2013","Umeå, Sweden","Apr 1, 2013",,"Apr 1, 2013","Dec 31, 2013"
 S&P  2014 : IEEE Symposium on Security and Privacy,N/A,http://www.ieee-security.org/TC/SP2014/,"['security', 'privacy']","May 18, 2014 - May 21, 2014","San Jose, CA, USA","Nov 13, 2013","Feb 3, 2014",,
" EEIEJ  2014 : Emerging Trends in Electrical, Electronics & Instrumentation Engineering: An international Journal",N/A,http://airccse.org/journal/eng/ete/index.html,"['electrical engineering', 'electronics', 'control', 'instrumentation']",N/A,N/A,"Nov 8, 2014","Dec 8, 2014","Dec 15, 2014",
 IETICT  2014 : 2014 International Conference on Information and Communications Technologies,N/A,N/A,[],"May 16, 2014 - May 18, 2014",NanJing,TBD,,,
 www.journalcra.com  2010 : International Journal of Current Research,N/A,http://www.journalcra.com,[],N/A,N/A,TBD,,,
 EuroGP  2014 : European Conference on Genetic Programming,European Conference on Genetic Programming,N/A,[],"Apr 23, 2014 - Apr 25, 2014","Granada, Spain","Nov 1, 2013",,,
 IMMUTOL  2014 : 3rd International Conference on Immune Tolerance ,N/A,http://www.immunetolerance.elsevier.com/index.html,"['autoimmunity', 'inflammation', 'microbiome', 'immunology']","Sep 28, 2014 - Sep 30, 2014","Amsterdam, The Netherlands","Jun 27, 2014",,,"May 30, 2014"
" DDDD  2014 : 7th Diabetes Drug Discovery and Development Conference (April 23 - 25, 2014, Cambridge, MA)",N/A,http://www.gtcbio.com/conference/diabetes-drug-discovery-and-development-overview?utm_source=post+conference&utm_medium=website&utm_campaign=diabetesdd ,"['diabetes', 'discovery', 'development']","Apr 23, 2014 - Apr 25, 2014","Cambridge, MA","Mar 23, 2014",,,
 IETICT  2014 : 2014 International Conference on Information and Communications Technologies,N/A,N/A,[],"May 16, 2014 - May 18, 2014",NanJing,"Feb 25, 2014",,,
" DPDL  2014 : 4th Diabetes Partnering and Deal-Making Conference (April 23 - 25, 2014, Cambridge, MA)",N/A,http://www.gtcbio.com/conference/diabetes-partnering-and-deal-making-overview?utm_source=diabetespdl&utm_medium=website&utm_campaign=diabetespdl ,"['diabetes', 'partnering']","Apr 23, 2014 - Apr 25, 2014","Cambridge, MA","Mar 23, 2014",,,
 Biosensors & Bioelectronics  2014 : 3rd International Conference and Exhibition on Biosensors & Bioelectronics,N/A,http://www.omicsgroup.com/biosensors-bioelectronics-conference-2014/index.php,"['biotechnology', 'medical imaging', 'electronics', 'bioengineering']","Aug 11, 2014 - Aug 13, 2014",San Antonio,"Jul 11, 2014","Jul 11, 2014","Jul 11, 2014","May 11, 2014"
 ECIME  2014 : European Conference on IS Management and Evaluatio,N/A,http://academic-conferences.org/ecime/ecime-home.htm,"['is management', 'evaluation', 'ECIME']","Sep 11, 2014 - Sep 12, 2014",Ghent,TBD,,,
" DS  2014 : Diabetes Summit 2014 (April 23 - 25, 2014, Cambridge, MA)",N/A,http://www.gtcbio.com/conference/diabetes-summit-overview?utm_source=diabetessummit&utm_medium=website&utm_campaign=diabetessummit,['diabetes'],"Apr 23, 2014 - Apr 25, 2014","Cambridge, MA","Mar 23, 2014",,,
 HCCIEA  2014 : The 3rd International workshop on Hybrid Cloud computing Infrastructure for E-Science application,N/A,https://sites.google.com/site/hcciea2014/,"['cloud computing', 'hybrid system', 'cloud security', 'scheduling']","Jul 2, 2014 - Jul 4, 2014","Birmingham, UK","Feb 15, 2014","Feb 28, 2014","Mar 15, 2014",
 APDCM  2014 : 16th Workshop on Advances in Parallel and Distributed Computational Models,N/A,http://www.cs.hiroshima-u.ac.jp/apdcm/,"['parallel computing', 'distributed systems', 'algorithms', 'computer engineering']","May 19, 2014 - May 19, 2014","Phoenix, Arizona, USA","Feb 2, 2014","Mar 1, 2014","Mar 14, 2014","Jan 27, 2014"
 ICBFS  2014 : 2014 5th International Conference on Biotechnology and Food Science,N/A,http://www.icbfs.org/,"['biotechnology', 'agriculture', 'science', 'conference']","Apr 24, 2014 - Apr 26, 2014","Erzurum, Turkey","Feb 5, 2014","Feb 25, 2014","Mar 15, 2014",
 ICESE  2014 : 2014 4th International Conference on Environment Science and Engineering,N/A,http://www.icese.org/,"['environment', 'science', 'industry', 'environmental engineering']","Apr 24, 2014 - Apr 26, 2014","Erzurum, Turkey","Feb 5, 2014","Feb 25, 2014","Mar 15, 2014",
 ISIE-SEM  2014 : ISIE Socio-Economic Metabolism section conference,N/A,N/A,['sustainability'],"Nov 17, 2014 - Nov 19, 2014","Melbourne, Australia",TBD,,,
" MNDSCS  2014 : 2014 3rd International Conference on Micro Nano Devices, Structure and Computing Systems ",N/A,http://www.mndscs-conf.org/index.htm,[],"Mar 1, 2014 - Mar 2, 2014",Singapore,"Dec 10, 2013","Dec 10, 2013","Jan 10, 2014",
 SPI  2014 : IEEE Workshop on Signal and Power Integrity,N/A,http://www.spi2014.org,"['signal integrity', 'power integrity', 'EMC', 'design automation']","May 11, 2013 - May 14, 2014","Ghent, Belgium","Jan 31, 2014",,,
 USEC  2014 : NDSS Workshop on Usable Security,N/A,http://www.usecap.org/usec14.html,"['security', 'usability', 'human computer interaction', 'privacy']","Feb 23, 2014 - Feb 23, 2014","NDSS San Diego, California.","Dec 13, 2013","Jan 18, 2014","Jan 26, 2014",
" MNDSCS  2014 : 2014 3rd International Conference on Micro Nano Devices, Structure and Computing Systems ",N/A,http://www.mndscs-conf.org/index.htm,"['computer science', 'NANO', 'computing systems', 'mechanical engineering']","Mar 1, 2014 - Mar 2, 2014",Singapore,"Jan 15, 2014","Jan 20, 2014","Jan 20, 2014",
 PROPOR  2014 : The 11th International Conference on the Computational Processing of Portuguese,Processing of the Portuguese Language,http://nilc.icmc.usp.br/propor2014/,"['language understanding', 'speech']","Oct 6, 2014 - Oct 8, 2014","Sao Carlos, Brazil","Mar 14, 2014","Apr 25, 2014","May 5, 2014",
 ICLST  2014 : 2014 4th International Conference on Life Science and Technology ,N/A,http://www.iclst.org/,"['life sciences', 'technology', 'health', 'medicine']","Apr 24, 2014 - Apr 26, 2014","Erzurum, Turkey","Feb 5, 2014","Feb 25, 2014","Mar 15, 2014",
" Value Conference  2014 : Managing Risk, Creating Value ",N/A,http://www.uj.ac.za/EN/Faculties/ecofin/valueconference/Pages/default.aspx,"['accounting, taxation, auditing', 'risk managemen, finance,', 'economics,econometrics&banking', 'local economic development']","May 26, 2014 - May 27, 2014","Johannesburg, South Africa","Feb 28, 2014","Mar 28, 2014","May 9, 2014","Apr 11, 2014"
 SCITEED  2014 : International Congress & Exhibition on Current Trends on Science Technology Education (SCITEED),N/A,http://www.sciteed.org/,['education'],"Apr 24, 2014 - Apr 27, 2014","Fethiye,Turkey",TBD,,,
 APMAS  2014 : 4th International Advances in Applied Physics & Materials Science Congress & Exhibition ,N/A,http://www.apmas2014.org/,"['physics', 'materials science']","Apr 24, 2014 - Apr 27, 2014","Fethiye,Turkey",TBD,,,
 ATSE   2013 : Agreement Technologies in Software Engineering,N/A,http://cs-gw.utcluj.ro/~adrian/workshops/ATSE2013.html,"['artificial intelligence', 'software engineering']","Dec 13, 2013 - Dec 13, 2013","Cluj-Napoca, Romania","Nov 14, 2013","Nov 21, 2013","Nov 28, 2013",
" CBCME 2013  2013 : 2013 The 3rd International Conference on Biotechnology, Chemical and Materials Engineering",N/A,http://www.hk-ceis.com/cbcme2013,"['chemical engineering', 'materials science and engineer', 'biochemical engineering']","Dec 12, 2013 - Dec 13, 2013",Hong Kong,"Nov 10, 2013","Nov 10, 2013","Nov 25, 2013",
 COLING  2014 : 25th International Conference on Computational Linguistics,International Conference on Computational Linguistics,http://www.coling-2014.org/,['NLP'],"Aug 23, 2014 - Aug 29, 2014","Dublin, Ireland","Mar 21, 2014","May 23, 2014","Jun 6, 2014",
" NetSciCom  2014 : 6th IEEE INFOCOM 2014 Workshop on Network Science for Communication Networks (Deadline Extended to Dec. 22, 2013)",N/A,http://www.ctr.kcl.ac.uk/netscicom14/,"['network science', 'communication networks', 'complex networks', 'social networks']","Apr 27, 2014 - May 2, 2014","Toronto, Canada","Dec 15, 2013","Feb 7, 2014","Feb 28, 2014",
 SR  2014 : Second International Workshop on Strategic Reasoning,N/A,http://www.strategicreasoning.net/,"['logic', 'game theory', 'formal methods', 'multi-agent systems']","Apr 5, 2014 - Apr 6, 2014","Grenoble, France","Dec 30, 2013","Jan 30, 2014","Feb 10, 2014","Dec 27, 2013"
" Moncler jackets sale,cheap Moncler jacke  2013 : Moncler jackets sale,cheap Moncler jackets,buy Moncler jackets,Moncler online stores.",N/A,http://180,[],N/A,180,TBD,,,
 WAIM  2014 : The 15th International Conference on Web-Age Information Management,Web-Age Information Management,http://www.cis.umac.mo/waim2014/,[],"Jun 16, 2014 - Jun 18, 2014","Macau, China","Jan 21, 2014","Mar 21, 2014","Apr 2, 2014","Jan 14, 2014"
" ACSAT  2013 : 2nd International Conference on Advanced Computer Science Applications and Technologies - ACSAT 2013, 22 – 24 December 2013, Kuching, Sarawak, Malaysia",N/A,http://dsr-conferences.com/acsat/index.php,[],"Dec 22, 2013 - Dec 24, 2013","Kuching, Sarawak, Malaysia","Nov 15, 2013","Nov 25, 2013","Dec 1, 2013",
" Return to Tiffany Heart Tag Gold Bracele  2014 : Return to Tiffany Heart Tag Gold Bracelet - $60.00 : cheap tiffany Jewelry, tiffanystoreoutlet.com",N/A,http://180,[],N/A,180,TBD,,,
" Moncler Jackets Men 8838 - $216.00 : Che  2014 : Moncler Jackets Men 8838 - $216.00 : Cheap Moncler Outlet Online Store, somonclerjacket.com",N/A,http://180,[],N/A,180,TBD,,,
" CCSEA  2014 : Fourth International Conference on Computer Science, Engineering and Applications ",N/A,http://airccj.org/2014/ccsea/index.html,"['computer science', 'software engineering', 'data mining', 'multimedia']","Mar 7, 2014 - Mar 8, 2014","Chennai , India","Jan 18, 2014","Feb 17, 2014","Feb 27, 2014",
 AFTMME  2014 : International Conference on Advancements and Futuristic Trends in Mechanical and Materials Engineering,N/A,http://www.ptuconferences.ac.in,"['CAD/CAM/CIM', 'surface engineering', 'fluid machanics', 'thermodynamics']","Oct 16, 2014 - Oct 18, 2014","Punjab Technical University, Kapurthala","Jun 30, 2014",,,"Apr 30, 2014"
" IWCCSP  2014 : IEEE International Workshop on Cloud Computing for Signal Processing, Coding and Networking",N/A,http://www.iwccsp.org,"['signal processing', 'cloud computing', 'networks', 'information theory']","Mar 11, 2014 - Mar 11, 2014",Boston,"Nov 30, 2013","Dec 30, 2013","Jan 15, 2014",
 BDCH  2014 : The Born Digital and Cultural Heritage,N/A,http://playitagainproject.org/conference/call-for-papers/,"['computer science', 'humanities', 'law', 'games']","Jun 19, 2014 - Jun 20, 2014","Melbourne, Australia","Nov 29, 2013","Feb 28, 2014","Apr 4, 2014","Nov 15, 2013"
 AIAI   2014 : 10th Artificial Intelligence Applications and Innovations,Artificial Intelligence Applications and Innovations,http://delab.csd.auth.gr/aiai2014/,"['artificial intelligence', 'computational intelligence', 'image video processing', 'bioinformatics biomedicine']","Sep 19, 2014 - Sep 21, 2014","Rhodes island, Greece","May 10, 2014","Jun 14, 2014","Jun 21, 2014",
" Tiffany & Co Flower Cuff Bangle - $65.00  2013 : Tiffany & Co Flower Cuff Bangle - $65.00 : cheap tiffany Jewelry, tiffanyjewelrygirls.com",N/A,http://180,[],N/A,180,TBD,,,
 MIE  2014 : Medical Informatics Europe,Medical Informatics Europe,http://www.mie2014.org/,"['ehealth', 'medical informatics', 'health telematics', 'health informatics']","Aug 31, 2014 - Sep 3, 2014",Istanbul (TR),"Jan 31, 2014","Apr 1, 2014","May 1, 2014",
 MREV  2014 : Call for Papers: Labour Time - Life Time (SI Management Revue),N/A,http://www.management-revue.org/,[],"Apr 23, 2014 - Apr 27, 2014","Dubrovnik, Croatia","Jan 31, 2014",,,
 JCSMD  2014 : Journal of Coupled Systems and Multiscale Dynamics ,N/A,http://www.aspbs.com/jcsmd/,"['life sciences', 'maths/physics/engineering', 'coupled human-natural systems', 'climate/environmental sciences']",N/A,N/A,TBD,,,
 HAVF  2014 : China Guangzhou Home Audio & Video Fair（HAVF2014）,N/A,N/A,[],"Mar 1, 2014 - Mar 3, 2014",China Import & Export Fair Pazhou Comple,TBD,,,
 ISE 2.0  2014 : 1st International Workshop on   the Latest Advances in Information Systems for the Enterprise 2.0,N/A,http://www.webist.org/ISE.aspx,[],"Apr 3, 2014 - Apr 5, 2014","Barcelona, Spain","Jan 21, 2014","Feb 10, 2014","Feb 20, 2014",
 DRFWS EU   2014 : Conferentie Digital Forensic Research Workshop,N/A,http://www.dfrws.org/2014eu/index.shtml,"['forensics', 'data mining', 'network-based forensics', 'filesystem forensics']","May 7, 2014 - May 9, 2014","Amsterdam, Netherlands","Dec 9, 2013","Mar 1, 2014","Mar 30, 2014","Mar 30, 2014"
 Black Arts Movement Conference  2014 : “Fifty Years On:  The Black Arts Movement and Its Influences”?,N/A,https://www.facebook.com/events/206503536195057/?ref=22,"['african american culture', 'black arts movement', 'black power movement', 'african american literature']","Mar 1, 2014 - Mar 2, 2014","University of California, Merced","Dec 29, 2013","Jan 10, 2104","Feb 20, 2014",
  TBTCIA  2013 :  Workshop on Techniques on Basic Tool Creation and Its Applications,N/A,http://tbtcia.org/,"['NLP', 'computational linguistics', 'computer science', 'AI']","Dec 18, 2013 - Dec 20, 2013","Noida,India","Nov 18, 2013","Nov 21, 2013","Nov 28, 2013",
 world academic journal of business  2014 : Activation of Spent Bleaching Earth for Dehumidification Application ,N/A,http://wajbas.webs.com/issues,[],"Oct 18, 2013 - Oct 30, 2013",Germany,TBD,,,
 ECIE  2014 : European Conference on Innovation and Entrepreneurship,N/A,http://academic-conferences.org/ecie/ecie-home.htm,"['innovation', 'entrepreneurship']","Sep 18, 2014 - Sep 19, 2014",Belfast,TBD,,,
 SYSINT-PERROB   2014 : Perceptive Robotics Embedded Symposium - 2nd  Int. Conf. on System-Integrated Intelligence,N/A,http://www.sysint-conference.org/satelliteevents.html,"['robotics', 'artificial intelligence', 'sensor networks', 'multi-agent systems']","Jul 2, 2014 - Jul 4, 2014","Bremen, Germany","Feb 21, 2014","Apr 1, 2014","May 1, 2014",
 IDEAS  2014 : 18th International Database Engineering & Applications Symposium,International Database Engineering and Applications Symposium,http://confsys.encs.concordia.ca/IDEAS/ideas14/ideas14.php,"['database', 'information', 'web data', 'big data']","Jul 7, 2014 - Jul 9, 2014","Porto, Portugal","Apr 7, 2014","May 19, 2014","Jun 22, 2014",
 IFKAD  2014 : Knowledge and Management Models for Sustainable Growth,N/A,http://www.knowledgeasset.org/IFKAD/,"['knowledge management', 'economic sustainability', 'social sustainability', 'strategy']","Jun 11, 2014 - Jun 13, 2014","Matera, Italy","Apr 15, 2014",,,"Jan 20, 2014"
" AEQ - Language  2014 : Academic Exchange Quarterly (ISSN 1096-1453)  Spring 2014 Volume 18, Issue 1 Second Language Acquisition and Pedagogy ",N/A,N/A,"['linguistics', 'language', 'education', 'second language']",N/A,N/A,TBD,,,
 article  2014 :   The Impact of Solar Radiation on the Human body,N/A,http://wajbas.webs.com/issues,[],"Oct 18, 2013 - Oct 30, 2013",Germany,TBD,,,
 RV  2014 : Runtime Verification,Runtime Verification,http://rv2014.imag.fr/,"['specification languages', 'specification mining', 'program instrumentation']","Sep 22, 2014 - Sep 25, 2014",Toronto,"Apr 15, 2014","Jun 10, 2014","Jun 25, 2014","Apr 8, 2014"
 ISCRAM-ASIA  2014 : 2nd Asian Conference on Information Systems for Crisis Response and Management,N/A,http://www.iscramasia2014.org,"['disaster', 'crisis', 'information', 'systems']","Jun 20, 2014 - Jun 21, 2014","Colombo, Sri Lanka","Feb 10, 2014","Mar 10, 2014","Mar 24, 2014","Dec 2, 2013"
 AMeS  2014 : Workshop on Architecting Mobile-enabled Systems,N/A,http://ames2014.di.univaq.it,"['mobile computing', 'mobile systems', 'software architecture']","Apr 8, 2014 - Apr 8, 2014","Sydney, Australia","Apr 6, 2014","Jan 26, 2014","Feb 10, 2014",
 GI  2014 : Graphics Interface 2014,N/A,http://www.cs.mcgill.ca/~kry/gi2014/CFP.html,"['computer graphics', 'human computer interaction', 'interactive systems']","May 7, 2014 - May 9, 2014",Montreal,"Dec 18, 2013","Feb 20, 2014","Mar 3, 2014",
 ICPP  2014 : International Conference on Parallel Processing,International Conference on Parallel Processing,http://icpp.cs.umn.edu/index.php?target=home,[],"Sep 9, 2014 - Sep 12, 2014","Minneapolis, USA","Mar 1, 2014","Jun 1, 2014","Jun 15, 2015",
" article  2013 : Challenges in the Adoption and Utilization of  Information and Communication Technology in Public Secondary Schools in Molo Sub-County, Kenya by Bernard   Komu   Waweru ",N/A,http://wajbas.webs.com/issues,[],"Oct 20, 2013 - Oct 30, 2013",Germany,TBD,,,
 LANMAN  2014 : The 20th IEEE Internation Workshop on Local and Metropolitan Area Networks,N/A,http://www.ieee-lanman.org/,[],"May 21, 2014 - May 23, 2014","Reno, USA","Feb 28, 2014","Mar 28, 2014","Apr 18, 2014","Feb 21, 2014"
" CMCGS   2014 : 3rd Annual International Conference on Computational Mathematics, Computational Geometry & Statistics (CMCGS 2014)",N/A,http://www.mathsstat.org/,"['computational mathematic', 'computational geometry ', 'statistics']","Feb 3, 2014 - Feb 4, 2014","Hotel Fort Canning, Singapore","Oct 25, 2013",,"Nov 15, 2013",
 HCI International  2014 : 16th International Conference on Human-Computer Interaction,N/A,http://www.hcii2014.org/index.php,['HCI'],"Jun 22, 2014 - Jun 27, 2014","Heraklion, Crete, Greece","Oct 31, 2013","Nov 29, 2013","Feb 7, 2014",
 SSIAI  2014 : 2014 Southwest Symposium on Image Analysis and Interpretation,Southwest Symposium on Image Analysis and Interpretation,http://www.ssiai.org/,[],"Apr 6, 2014 - Apr 8, 2014","San Diego, California, USA","Dec 16, 2013","Feb 14, 2014","Feb 24, 2014",
 ComNet  2014 : The fourth International Conference on Communications and Networking ,N/A,http://www.supcom.mincom.tn/ComNet2014/,"['communications', 'networking', 'computer science', 'telecommunication']","Mar 19, 2014 - Mar 22, 2014","Hammamet, Tunisia","Oct 31, 2013","Jan 14, 2014","Jan 31, 2014",
