Conference Name,Conference Series,Link,Categories,When,Where,Submission Deadline,Notification Due,Final Version Due,Abstract Registration Due
" WTISG  2017 : CFP The 3th International Workshop on Wireless Technology Innovations in Smart Grid (EI, Scopus)",N/A,http://wirelesssmartgrid2017.sxl.cn/,"['smart grid', 'power system', 'wireless technology', 'sustainable energy']","May 16, 2017 - May 19, 2017","Madeira, Portugal","Jan 22, 2017","Feb 13, 2017","Mar 13, 2017",
" SCC  2017 : AsiaCCS-SCC - The Fifth International Workshop on Security in Cloud Computing (SCC), April, 2017, Abu Dhabi, UAE",N/A,https://conference.cs.cityu.edu.hk/asiaccsscc/index.html,"['security', 'privacy', 'cloud computing']","Apr 2, 2017 - Apr 2, 2017","Abu Dhabi, UAE","Jan 20, 2017","Feb 25, 2017",,
 A2HC  2017 : X Workshop on Agents Applied in Health Care,N/A,https://paginas.fe.up.pt/~a2hc17/index.html#,[],"May 8, 2017 - May 9, 2017","São Paulo, Brazil","Feb 7, 2017","Mar 2, 2017","Mar 16, 2017",
 CISTI  2017 : 12th Iberian Conference on Information Systems and Technologies,N/A,http://cisti.eu/index.php/en/,"['information systems', 'technology']","Jun 14, 2017 - Jun 17, 2017","Lisbon, Portugal","Feb 12, 2017","Mar 26, 2017","Apr 9, 2017",
 Gynecologic Oncology   2017 : 3rd Annual Conference on Gynecologic Oncology ,N/A,http://gynecologic-oncology.conferenceseries.com,"['ovarian cancer, breast cancer,', u'vulvar cancer. women\u2019s cancer,', 'female cancers, breast diseas', 'reproductive medicine']","Jul 20, 2017 - Jul 21, 2017",DoubleTree by Hilton Chicago - North Sho,"Mar 30, 2017","Mar 25, 2017","Jun 20, 2017",
 TSP  2017 : 2017 40th International Conference on Telecommunications and Signal Processing (TSP) - IEEE R8 | IEEE Xplore® | SCOPUS,Telecommunications and Signal Processing,http://tsp.vutbr.cz/,"['computer science', 'signal processing', 'security', 'networking']","Jul 5, 2017 - Jul 7, 2017","Barcelona, Spain","Mar 14, 2017","Apr 14, 2017","Apr 28, 2017",
 ICGO Summit   2017 : International Conference on Gynecologic Oncology,N/A,http://gynecologic.alliedacademies.com/,"['gynecology oncology, ovarian c', 'critical care in women health,', 'uro gynecology, maternal-fetal', 'reproductive medicine & immuno']","Oct 5, 2017 - Oct 6, 2017",Embassy Suites by Hilton Las Vegas,"Mar 20, 2017","Jun 20, 2017","Oct 5, 2017","Apr 20, 2017"
 CcITA  2017 : IX CONFERENCIA CONJUNTA INTERNACIONAL SOBRE TECNOLOGÍAS Y APRENDIZAJE  ,N/A,https://sites.google.com/site/kaambalcongresos/,[],"Jul 5, 2017 - Jul 7, 2017","La Mancha, España","Apr 10, 2017","May 8, 2017","May 22, 2017",
" Diabetes Conference  2017 : International Conference on Diabetes, Nutrition, Metabolism & Medicare",N/A,http://diabetesconference.alliedacademies.com/,[],"Jul 24, 2017 - Jul 26, 2017","Vancouver, Canada","Jan 24, 2017","Feb 24, 2017","Mar 24, 2017","Mar 24, 2017"
 AME   2017 : Third International Conference on Advances in Mechanical Engineering ,N/A,http://csen2016.org/2017/AME/index.html,"['mechanical engineering', 'materials', 'reliability', 'renewable energy']","Jan 28, 2016 - Jan 29, 2016","Dubai,UAE","Jan 11, 2017","Jan 20, 2017","Jan 22, 2017",
 ACSD  2017 : Application of Concurrency to System Design,International Conference on Application of Concurrency to System Design,http://pn2017.unizar.es,"['concurrency', 'formal methods', 'hw/sw architectures']","Jun 26, 2017 - Jun 30, 2017","Zaragoza, Spain","Jan 20, 2017","Mar 17, 2017","Apr 15, 2017","Jan 13, 2017"
 Ei-ICEPOE   2017 : 2017 International Conference on Engineering Physics and Optoelectronic Engineering,N/A,http://www.icepoe.org/,[],"Apr 21, 2017 - Apr 23, 2017",Bangkok,"Feb 21, 2017",,,
" COOL Chips 20  2017 : IEEE Symposium on Low-Power and High-Speed Chips, COOL Chips 20",N/A,http://www.coolchips.org/,"['computer architecture', 'microarchitecture ', 'software']","Apr 19, 2017 - Apr 21, 2017","Yokohama, Japan","Feb 6, 2017","Mar 8, 2017","Mar 31, 2017",
 Spiral Film and Philosophy Conference  2017 : Spiral Film and Philosophy Conference: “Love and Death” [DEADLINE EXTENDED],N/A,https://yorkfilmphilosphy.wordpress.com/,"['film', 'philosophy', 'media', 'aesthetics']","May 12, 2017 - May 13, 2017",Toronto,"Feb 15, 2017","Feb 28, 2017","May 12, 2017",
 SOSP  2017 : Symposium on Operating Systems Principles,Symposium on Operating Systems Principles,https://www.sigops.org/sosp/sosp17/call-for-contributions.html,[],"Oct 29, 2017 - Oct 31, 2017",Shanghai,"Apr 21, 2017","Aug 7, 2017",,"Apr 14, 2017"
" OOPSLA  2017 : Conference on Object-Oriented Programming Systems, Languages, and Applications","Conference on Object-Oriented Programming Systems, Languages, and Applications",http://2017.splashcon.org/track/splash-2017-OOPSLA#Call-for-Papers,[],"Oct 25, 2017 - Oct 27, 2017",Vancouver,"Apr 17, 2017","Aug 11, 2017","Aug 28, 2017","Apr 13, 2017"
 HT  2017 : 28th ACM Conference on Hypertext and Social Media,N/A,https://ht.acm.org/ht2017/,"['hypertext', 'social media', 'semantic web', 'web']","Jul 4, 2017 - Jul 7, 2017","Prague, Czech Republic","Feb 17, 2017","Mar 31, 2017","Apr 21, 2017","Feb 10, 2017"
 MiSeNet  2017 : The Sixth IEEE Annual International Workshop on Mission-Oriented Wireless Sensor Networking (co-located with INFOCOM 2017),N/A,http://infocom2017.ieee-infocom.org/workshop/misenet-mission-oriented-wireless-sensor-and-cyber-physical-system-networking,"['wireless sensor network', 'cyber-physical systems', 'mission-oriented']","May 1, 2017 - May 4, 2017","Atlanta, GA","Jan 10, 2017","Feb 22, 2017","Mar 12, 2017",
 FOGSYS  2017 : FOGSYS: Fog Computing Systems,N/A,http://www.iaria.org/conferences2017/ICONS17.html,"['computer science', 'cloud computing', 'distributed computing', 'security']","Apr 23, 2017 - Apr 27, 2017","Venice, Italy","Jan 15, 2017","Feb 20, 2017","Mar 15, 2017",
" HIV/AIDS Asia Pacific   2017 : Annual Summit on HIV/AIDS, STDs & STIs",N/A,http://hiv-aids-std.conferenceseries.com/asiapacific/,"['infectious disease', 'immunology', 'public health', 'pediatrics']","Aug 7, 2017 - Aug 9, 2017",Beijing,"Jan 20, 2017","Dec 14, 2016","Feb 2, 2017","Feb 1, 2017"
 JIEEEC  2017 : The 10th Jordan International Electrical and Electronics Engineering Conference ,N/A,http://www.jeaconf.org/jieeec,"['IT', 'network & communication', 'power & energy', 'biomedical engineering']","May 16, 2017 - May 18, 2017",Amman - Jordan,"Feb 15, 2017","Mar 1, 2017","Apr 1, 2017",
" JICEC  2017 : The Seventh International Jordanian Civil Engineering ConferenceReconstruction of Damaged Zones,The Role of Civil Engineering",N/A,http://www.jeaconf.org/jicec,[],"May 7, 2017 - May 9, 2017",Amman - Jordan,"Jan 15, 2017","Feb 15, 2017","Mar 15, 2017","Dec 15, 2016"
 JIEEEC  2017 : The 10th Jordan International Electrical and Electronics Engineering Conference ,N/A,http://www.jeaconf.org/jieeec,"['communication engineer', 'electrial & electronics engine', 'biomedical engineering', 'nanotechnology engineering']","May 16, 2017 - May 18, 2017",Amman - Jordan,"Dec 15, 2016","Feb 15, 2017","Mar 15, 2017",
 JIEEEC  2017 : The 10th Jordan International Electrical and Electronics Engineering Conference ,N/A,http://www.jeaconf.org/JIEEEC,"['power & energy engineering', 'computer engineering', 'communication engineering', 'biomedical engineering']","May 16, 2017 - May 18, 2017",Amman - Jordan,"Dec 15, 2016","Feb 15, 2017","Mar 15, 2017",
 food & nutrition  2017 : 17th International Conference on Food & Nutrition 2017,N/A,http://food.conferenceseries.com/,[],"May 22, 2017 - May 24, 2017",Las Vegas,"May 1, 2017","May 1, 2017","May 15, 2017",
 Plant Science   2017 : 3rd Global Summit on Plant Science,N/A,http://plantscience.global-summit.com/,"['keynote speaker', 'workshop', 'posters', 'young research forum']","Aug 7, 2017 - Aug 9, 2017","Rome, Italy","Jun 1, 2017","May 9, 2017","Aug 7, 2017",
 IEEE TETCI 2017  2017 : Computational Intelligence for End-to-End Audio Processing - Special Issue of the IEEE Transactions on Emerging Topics in Computational Intelligence,N/A,http://a3lab.dibet.univpm.it/news/ieee-tetci-special-issue,"['computational audio processing', 'end-to-end learning', 'computational intelligence', 'digital audio']",N/A,N/A,"Jun 5, 2017","Sep 5, 2017","Nov 15, 2017",
 ASECU2017  2017 : 13th INTERNATIONAL CONFERENCE of ASECU,N/A,https://www.asecu2017.uamd.edu.al,"['business', 'finance', 'ACCOUNTING', 'management']","May 19, 2017 - May 20, 2017","University “Aleksandër Moisiu” Durrës, A","Mar 30, 2017","Apr 15, 2017",,"Jan 25, 2017"
 FormaliSE  2017 : FME Workshop on Formal Methods in Software Engineering,N/A,http://www.formalise.org/,"['formal methods', 'software engineering', 'cyber-physical systems', 'computer science']","May 27, 2017 - May 27, 2017","Buenos Aires, Argentina","Jan 20, 2017","Feb 17, 2017","Feb 27, 2017",
 MSST  2017 : 33nd International Conference on Massive Storage Systems and Technologies 2017 ,IEEE Conference on Mass Storage Systems and Technologies,http://storageconference.us/,['storage systems'],"May 15, 2017 - May 12, 2017","Santa Clara, California (SCU)","Feb 17, 2017","Mar 31, 2017","Apr 28, 2017","Feb 10, 2017"
 IEEE PAC  2017 : The 1st IEEE Symposium on Privacy-Aware Computing,N/A,http://sopac-conference.info/cfp.html,"['internet of things', 'privacy']","Aug 1, 2017 - Aug 3, 2017",Washington DC,"Mar 31, 2017","May 31, 2017","Jun 20, 2017","Aug 1, 2017"
" Steel Congress  2017 : 3rd Euro congress on Iron, Steel and Construction Engineering",N/A,http://construction-steel.conferenceseries.com/,[],"Jun 15, 2017 - Jun 16, 2017","London, UK",TBD,,,
 EMNLP  2017 : Conference on Empirical Methods in Natural Language Processing,Empirical Methods in Natural Language Processing,http://emnlp2017.net/,[],"Sep 7, 2017 - Sep 11, 2017",Copenhagen,"Apr 14, 2017","Jun 30, 2017",,
 Euro Diabetes   2018 : 27th European Diabetes Congress,N/A,http://www.diabetesexpo.com/europe/,"['diabetes', 'research', 'treatment', 'diagnose']","Jun 20, 2018 - Jun 21, 2018","Rome, Italy","Nov 15, 2017",,,
 ISRI  2016 : Intellectual Scientific Research Initiative ,N/A,http://www.isrinit.com,"['computer science', 'applied science', 'engineering', 'mathematics']","Jul 1, 2016 - Dec 30, 2016",Bangalore,TBD,,,
 ECBS  2017 : 5th European Conference on the Engineering of Computer Based Systems,N/A,http://cyprusconferences.org/ecbs2017/,"['computer based systems', 'complex systems', 'software engineering', 'operating systems']","Aug 31, 2017 - Sep 1, 2017","Larnaca, Cyprus","Jun 1, 2017","Jul 1, 2017","Jul 17, 2017",
 EMNLP  2017 : Empirical Methods in Natural Language Processing,N/A,http://emnlp2017.net/,"['natural language processing', 'machine learning']","Sep 7, 2017 - Sep 11, 2017","Copenhagen, Denmark","Apr 14, 2017","Jun 30, 2017","Jul 21, 2017",
" SOCIOINT  2017 : SOCIOINT 2017- 4th International Conference on Education, Social Sciences and Humanities",N/A,http://www.ocerint.org/socioint17/,"['education', 'social sciences', 'humanities', 'multidisciplinary']","Jul 10, 2017 - Jul 12, 2017",Dubai,"Jun 27, 2017",,,
 WOMEN'S RIGHTS  2017 : Women’s Rights and Violence in the Contemporary World,N/A,http://womenrights.ug.edu.pl/,"['interdisciplinary', 'human rights', 'gender studies', 'social science']","Mar 30, 2017 - Mar 31, 2017",Gdansk,"Feb 5, 2017",,,
 Feature Engineering Book  2017 : Call for Chapters -- Book Title: Feature Engineering for Machine Learning and Data Analytics ,N/A,N/A,[],N/A,N/A,TBD,,,
 DSSM  2017 : The Dark Side of Social Media,N/A,https://sites.google.com/view/dssm17,[],"May 16, 2017 - May 16, 2017",PSB - Paris School of Business,"Jan 15, 2017","Feb 25, 2017","Mar 5, 2017",
 NetSci  2017 : International School and  Conference on Network Science,N/A,http://netsci2017.net/,"['network science', 'social networks']","Jun 19, 2017 - Jun 23, 2017","Indianapolis, IN","Jan 15, 2017","Mar 1, 2017",,
 MiSE  2017 : 9th Workshop on Modelling in Software Engineering,N/A,http://tinyurl.com/MiSE2017,"['modeling', 'software engineering', 'model driven engineering']","May 21, 2017 - May 22, 2017","Buenos Aires, Argentina","Jan 27, 2017","Feb 17, 2017","Feb 27, 2017",
 SETIC  2017 : Science and Engineering Technology International Conference 2017,N/A,http://setic.mfi.edu.my/,"['engineering &technology, it', 'logistics & transportation', 'education, applied & social sc', 'management & entrepreneurship']","Jul 26, 2017 - Jul 27, 2017","Langkawi Island, Malaysia","Apr 30, 2017","Apr 20, 2017","May 10, 2017",
 ICBCI  2017 : 2017 International Conference on Bioinformatics and Computational Intelligence,N/A,http://www.icbci.org/,"['biotechnology', 'biomedical engineering', 'bioinformatics', 'computational intelligence']","Sep 8, 2017 - Sep 11, 2017","Beijing, China","Jul 5, 2017",,,
" ICAIP - Ei  2017 : 2017 International Conference on Advances in Image Processing (ICAIP 2017) - ACM, Ei",N/A,http://www.icaip.org/,"['image processing', 'communications', 'information technology', 'multimedia']","Aug 25, 2017 - Aug 27, 2017","Bangkok, Thailand","Jun 25, 2017",,,
" ICBSE - ACM  2017 : 2017 the First International Conference on Biometrics Science and Engineering - ACM, Ei",N/A,http://www.icbse.org/,"['biotechnology', 'biomedical engineering', 'biology', 'bioinformatics']","Aug 4, 2017 - Aug 6, 2017",Singapore,"Jun 10, 2017",,,
 ACL-demo  2017 : ACL-demo,N/A,N/A,[],"Jul 31, 2017 - Aug 2, 2017",Canada,"Mar 1, 2017",,,
 PASNAM  2017 : Patterns in Social Network Analysis and Mining,N/A,https://www.iaria.org/conferences2017/PATTERNS17.html,[],"Feb 19, 2017 - Feb 23, 2017","Athens, Greece","Jan 15, 2017","Jan 25, 2017","Feb 8, 2017",
 Games-SI:DMNSP  2017 : Games Special Issue on Decision Making for Network Security and Privacy.,N/A,http://www.mdpi.com/journal/games/special_issues/network_security_privacy,"['game theory', 'networks', 'security', 'privacy']",N/A,N/A,"Apr 30, 2017",,,
" PSSV  2017 : Eighth Workshop  Program Semantics, Specification and Verification:  Theory and Applications",N/A,http://persons.iis.nsk.su/en/PSSV2017,"['program specification', 'program verification', 'program semantics', 'program analysis']","Jun 26, 2017 - Jun 26, 2017","Moscow, Russia","Apr 24, 2017","May 21, 2017",,
 Blood Cancer   2017 : 8th International Conference on Blood Cancer & Treatment,N/A,http://bloodmalignancies.conferenceseries.com/,"['hematology', 'leukemia', 'blood cancer', 'cancer']","Jun 26, 2017 - Jun 27, 2017","London, UK","May 26, 2017","Mar 26, 2017","Jun 26, 2017",
" ICSED - Ei  2017 : 2017 International Conference on Software Engineering and Development (ICSED 2017) - ACM, Ei",N/A,http://www.icsed.org/,"['software engineering', 'computer engineering', 'computer science', 'information technology']","Aug 25, 2017 - Aug 27, 2017","Bangkok, Thailand","Jun 25, 2017",,,
 ICCIA  2017 : 2017 the 2nd IEEE International Conference on Computational Intelligence and Applications,N/A,http://www.iccia.org/,"['information technology', 'intelligent systems', 'artificial intelligence', 'computing']","Sep 8, 2017 - Sep 11, 2017","Beijing, China","Jul 5, 2017",,,
 ICRAE  2017 : 2017 2nd International Conference on Robotics and Automation Engineering (ICRAE 2017)--IEEE Xplore and Ei Compendex,N/A,http://www.icrae.org/,"['robotics', 'automation', 'artificial intelligence', 'mechanical engineering']","Dec 29, 2017 - Dec 31, 2017","Shanghai, China","Oct 30, 2017",,,
 ICCIA - IEEE  2017 : 2017 the 2nd IEEE International Conference on Computational Intelligence and Applications -IEEE,N/A,http://www.iccia.org/,"['computer science', 'cloud computing', 'big data', 'computational intelligence']","Sep 8, 2017 - Sep 11, 2017","Beijing, China","Jul 5, 2017",,,
" EES2017  2017 : 2017 International Conference on Environment, Energy and Sustainability (EES2017)",N/A,http://www.ees2017.org,"['environmental engineering', 'renewable energy', 'fuels and combustion', 'advanced energy technologies']","Aug 6, 2017 - Aug 7, 2017","Phuket, Thailand","Apr 17, 2017",,"Apr 27, 2017",
" ICISPC - Ei  2017 : 2017 International Conference on Imaging, Signal  Processing and Communication - ACM, Ei",N/A,http://www.icispc.org/,"['image processing', 'signal processing', 'communications', 'multimedia']","Jul 26, 2017 - Jul 28, 2017","Penang, Malaysia","Jun 1, 2017",,,
 ICRAE - IEEE  2017 : IEEE--2017 2nd International Conference on Robotics and Automation Engineering (ICRAE 2017) - IEEE Xplore and Ei Compendex,N/A,http://www.icrae.org/,"['machine learning', 'engineering', 'control', 'intelligent systems']","Dec 29, 2017 - Dec 31, 2017","Shanghai, China","Oct 30, 2017",,,
 ICRAI  2017 : 2017 International Conference on Robotics and Artificial Intelligence-ACM,N/A,http://www.icrai.org/,"['robotics', 'artificial intelligence', 'automation', 'control']","Dec 29, 2017 - Dec 31, 2017","Shanghai, China","Oct 25, 2017",,,
" CECE  2017 : 2017 International Conference on Computer, Electronics and Communication Engineering",N/A,http://www.cece2017.org,"['computer', 'electronics', 'communication engineering', 'wireless communication']","Jun 25, 2017 - Jun 27, 2017","Sanya, China","Jun 15, 2017","Jun 20, 2017","Jun 15, 2017","Jun 20, 2017"
" 2nd International Conference on Business  2017 : 2nd International Conference on Business & Entrepreneurship, Supply Chain Management & Information Systems",N/A,http://www.abrmr.com/index.php?view=conference_details&id=12,"['economies', 'management', 'globalisation', 'marketing']","May 22, 2017 - May 23, 2017","Arab Academy for Science, Technology & M","Mar 8, 2017",,"May 22, 2017","Mar 20, 2017"
" AICV  2017 : 4th International Conference Art, Illustration and Visual Culture in Preschool and Primary Education: Criticism mediation inside and outside school",N/A,http://congresoarteilustracion.org/en/,"['art', 'education', 'culture', 'illustration']","Jun 29, 2017 - Jul 1, 2017",San Sebastian - Donostia (Spain),"Jan 15, 2017",,,
 AMS 2018  2018 : 2018 Asia-Pacific Conference on Applied Mathematics and Statistics(AMS 2018),N/A,http://www.apcams.org/,[],"Mar 23, 2018 - Mar 26, 2018","Hanoi, Vietnam","Feb 23, 2018",,,
 BGC Geomatics  2017 : 2017 Baltic Geodetic Congress (Geomatics) - Gdansk IEEE,N/A,http://www.bgc.geomatyka.eu/2017,"['geodesy', 'remote sensing', 'engineering', 'GIS']","Jun 22, 2017 - Jun 25, 2017","Gdansk, Poland, EU","Apr 15, 2017","Apr 22, 2017","Apr 30, 2017","Jan 31, 2017"
 ISAPS  2017 : International Software Architecture PhD School,N/A,http://www.lorentzcenter.nl/lc/web/2017/875/info.php3?wsid=875,[],"Jun 6, 2017 - Jun 9, 2017","Leiden, Netherlands",TBD,,,
 FNAN  2017 : Veruscript Functional Nanomaterials,N/A,https://www.veruscript.com/journals/veruscript-functional-nanomaterials/,"['nanomaterials', 'materials science', 'nanotechnology']",N/A,N/A,TBD,,,
 ISPDC  2017 : The 16th International Symposium on Parallel and Distributed Computing,International Symposium on Parallel and Distributed Computing,http://ispdc2017.dps.uibk.ac.at/call-for-papers/,"['system architectures for paral', 'high performance computing and', 'parallel computing and algorit', 'cloud computing and edge compu']","Jul 3, 2017 - Jul 6, 2017","Innsbruck, Austria","Jan 29, 2017","Mar 12, 2017",,
" INTOLERANCE  2017 : INTOLERANCE, DISCRIMINATION AND TERRORISM - International Interdisciplinary Conference",N/A,http://intoleranceterrorism.ug.edu.pl/,"['interdisciplinary', 'human rights', 'social science', 'international relations']","May 11, 2017 - May 12, 2017",Gdansk,"Mar 12, 2017",,,
 ENTRENOVA  2017 : ENTRENOVA (ENTerprise REsearch InNOVAtion Conference) ,N/A,http://www.entrenova.org/,"['innovation', 'business', 'economics', 'information technology']","Sep 7, 2017 - Sep 9, 2017","Dubrovnik, Croatia","Feb 15, 2017",,,
" MoreVMs  2017 : 1st Workshop on Modern Language Runtimes, Ecosystems, and VMs",N/A,http://2017.programming-conference.org/track/MoreVMs-2017-papers,"['programming language', 'implementation', 'VMS', 'compiler']","Apr 3, 2017 - Apr 3, 2017","Brussels, Belgium","Feb 15, 2017","Mar 1, 2017",,
 PRO-VE  2017 : Working Conference on Virtual Enterprises,Working Conference on Virtual Enterprises,http://www.pro-ve.org/,"['big data', 'information technology', 'collaborative networks', 'collaboration']","Sep 18, 2017 - Sep 20, 2017","Vicenza, Italy","Apr 2, 2017","May 18, 2017","May 28, 2017","Mar 12, 2017"
 EBSI-SIS symposium   2017 : 10 th  EBSI-SIS symposium library & information science,N/A,http://ebsi-sis.ebsi.umontreal.ca/,['library & information science'],"Feb 24, 2017 - Feb 24, 2017","Montreal, Canada","Dec 13, 2016","Dec 20, 2016",,
 ICISP  2017 : International Conference on Image and Signal Processing (12th),N/A,https://www.waset.org/conference/2017/01/innsbruck/ICISP,"['computer vision', 'signal processing', 'image processing']","Jan 26, 2017 - Jan 27, 2017","Innsbruck, Austria","Nov 30, 2016","Dec 10, 2016","Dec 16, 2016",
 ICISP  2016 : International Conference on Image and Signal Processing,International Conference on Image and Signal Processing,http://www.icisp-conf.org,"['computer vision', 'signal processing', 'image processing']","Jun 30, 2016 - Jul 1, 2016","Trois-Rivières, Canada","Jan 17, 2016","Feb 21, 2016","Mar 5, 2016",
 MCCMB  2017 : Moscow Conference on Computational Molecular Biology,N/A,http://mccmb.belozersky.msu.ru/2017/index.html,"['bioinformatics', 'computational biology', 'biology', 'molecular biology']","Jul 27, 2017 - Jul 30, 2017","Moscow, Russia","May 1, 2017","May 15, 2017","May 1, 2017",
 SEPA  2017 : 9th International Symposium on Software Engineering Processes and Applications,N/A,http://sepa.covenantuniversity.edu.ng/,"['software engg practices', 'software engg processes', 'soft engg applications', 'soft engineering']","Jul 3, 2017 - Jul 6, 2017","Trieste, Italy","Apr 3, 2017","Apr 28, 2017","May 15, 2017",
 IEEE MASS   2017 : The 14th IEEE International Conference on Mobile Ad Hoc and Sensor Systems ,N/A,N/A,[],"Oct 22, 2017 - Oct 25, 2017","Orlando, Florida, USA","May 1, 2017","Jul 15, 2017","Aug 15, 2017",
 CIC  2017 : 25th Color and Imaging Conference - Call for Papers,Color Imaging Conference,http://www.imaging.org/site/IST/Conferences/Color_and_Imaging/IST/Conferences/CIC/CIC_Home.aspx,['imaging'],"Sep 11, 2017 - Sep 15, 2017","Lillehammer, Norway","Mar 1, 2017",,"Jul 11, 2017",
 VRIPHYS  2017 : Virtual Reality Interactions and Physical Simulations,Virtual Reality Interactions and Physical Simulations,https://vriphys2017.sciencesconf.org/,"['computer animation', 'virtual reality', 'physical simulation', 'interaction']","Apr 23, 2017 - Apr 24, 2017",Lyon (France),"Feb 7, 2017","Mar 21, 2017","Apr 4, 2017","Jan 24, 2017"
 ISCC  2017 : The 22nd IEEE Symposium on Computers and Communications,International Symposium on Computers and Communications,http://www.ics.forth.gr/iscc2017,[],"Jul 3, 2017 - Jul 6, 2017","Heraklion, Crete, Greece","Feb 17, 2017","Mar 27, 2017","Apr 10, 2017",
 BUCOMCON  2017 : Ethics and Aesthetics of Stand-Up Comedy Conference,N/A,http://www.bucknell.edu/BUStandUpComCon,"['ethics', 'aesthetics', 'comedy', 'social and political']","Apr 5, 2017 - Apr 8, 2017",Bucknell University,"Jan 3, 2017",,,
 SPLC  2017 : 21st International Systems and Software Product Line Conference,Software Product Lines,http://www.splc2017.net/,[],"Sep 25, 2017 - Sep 29, 2017","Sevilla, Spain","Mar 24, 2017","May 10, 2017","Jun 5, 2017","Mar 17, 2017"
 ISLPED  2017 : International Symposium on Low Power Electronics and Design,International Symposium on Low Power Electronics and Design,http://www.islped.org ,"['technology, circuits', 'architecture', 'cad, systems, and software', 'industrial design track']","Jul 24, 2017 - Jul 26, 2017","Taipei, Taiwan","Mar 6, 2017","May 3, 2017","Jun 1, 2017","Feb 27, 2017"
" ISSCI 2018  2018 : 2018 International Symposia on Surfaces, Coatings and Interfaces(ISSCI 2018) ",N/A,http://www.issci.net/,[],"Jan 26, 2018 - Jan 28, 2018",Malaysia,"Jan 5, 2018",,,
 Sim4Net  2016 : One week Workshop on Network Simulator ns3 Simulation for Network Protocols on a Complex Innovation Network (Sim4Net2016),N/A,http://smarttech2017.com/Sim4Net%20Web%20Site%20(3)/Sim4Net%20Web%20Site/Sim4Net%20Web%20Site/index.php?,"['simulator', 'network', 'ad-hoc network', 'ns-3']","Dec 19, 2016 - Dec 23, 2016",Amity University Jaipur,"Dec 9, 2016","Dec 12, 2016","Dec 12, 2016",
 ADASERC  2017 : Advanced Analysis of Service Compositions,N/A,https://www.iaria.org/conferences2017/SERVICECOMPUTATION17.html,"['services', 'composition', 'analysis']","Feb 19, 2017 - Feb 23, 2017","Athens, Greece","Jan 15, 2017","Jan 25, 2017","Feb 8, 2017",
 ICSIC   2017 : The 2ⁿᵈ International Computer Sciences and Informatics Conference ,N/A,http://icsic.aau.edu.jo/,"['security issues and solutions', 'enterprise & smart solutions', 'networking and mobile computin', 'databases, algorithms and data']","Apr 29, 2017 - Apr 30, 2017",Amman - Jordan,"Jan 29, 2017",,"Feb 28, 2017",
 DISSECT  2017 : 3rd IEEE/IFIP  International Workshop on Security for Emerging Distributed Network Technologies,N/A,http://www.dissect.vcu.edu/2017/,"['cyber security', 'network management', 'network communication', 'network security']","May 8, 2017 - May 8, 2017","Lisbon, Portugal","Jan 15, 2017","Jan 30, 2017","Feb 15, 2017","Jan 10, 2017"
 ImmunoTX Summit   2017 : ImmunoTX Summit ,N/A,https://www.gtcbio.com/conferences/immunotx-summit-overview,[],"Feb 6, 2017 - Feb 7, 2017","San Diego, CA",TBD,,,
" MOTID  2017 : mobile technologies, innovations and development conference",N/A,http://www.comtecdev.com/fr/index.php/en/colloque/innovation,"['communication', 'sociology', 'development']","Jun 28, 2017 - Jun 30, 2017","San José, Costa Rica","Jan 20, 2017","Feb 15, 2017","Jun 5, 2017",
" KBCTinMAS  2017 : Session on Knowledge, Beliefs, Certainty and Trust in Multiagent Systems",N/A,http://persons.iis.nsk.su/en/KBCTinMAS,"['multiagent systems', 'philosophical foundations', 'knowledge and belief', 'certainty and trust']","Jun 21, 2017 - Jun 23, 2017","Vilamoura, Portugal","Jan 31, 2017","Feb 28, 2017","Mar 13, 2017",
 ICMHI-ACM-Ei  2017 : 2017 1st International Conference on Medical and Health Informatics (ICMHI 2017)--Ei Compendex and Scopus,N/A,http://www.icmhi.org/,"['health', 'biomedical engineering', 'health informatics', 'medical']","May 20, 2017 - May 22, 2017","Taichung city, Taiwan","Apr 10, 2017",,,
" Pharmacoepidemiology Congress  2017 : 11th International Conference on Pharmacoepidemiology and Clinical Research , July 06-08, 2017, Kuala Lumpur, Malaysia",N/A,http://pharmaepidemiology.pharmaceuticalconferences.com/,"['pharmacoepidemiology', 'clinical trials and research', 'drug safety, genetic epidemio', 'risk management']","Jul 6, 2017 - Jul 8, 2017","Kuala Lumpur, Malaysia","Mar 20, 2017","Jul 6, 2017","Jul 6, 2017","Dec 12, 2016"
 ICEST  2017 : 8th International Conference on Environmental Science and Technology (ICEST 2017),N/A,http://www.icest.org/,"['environment', 'environmental engineering', 'renewable energy', 'agriculture']","Jun 12, 2017 - Jun 14, 2017","Madrid, Spain","Apr 15, 2017",,,
 ICPIE  2017 : 6th International Conference on Petroleum Industry and Energy (ICPIE 2017),N/A,http://www.icpie.org/,"['energy', 'renewable energy', 'environmental engineering', 'industry']","Jun 12, 2017 - Jun 14, 2017","Madrid, Spain","Apr 10, 2017",,,
" ICTTE  2017 : 6th International Conference on Transportation and Traffic Engineering -Ei,ISI and Scopus",N/A,http://www.ictte.org/,"['transportation', 'engineering', 'systems engineering', 'artificial intelligence']","Jul 1, 2017 - Jul 3, 2017",Hong Kong,"May 15, 2017",,,
